entity,source_or_target,entity_type,syntactic_matching,lexical_matching,semantic_matching
http://cmt_cz#c-0075317-8076564,Source,Class,konference,"The term ""konference"" appears to be a variation or misspelling of ""conference."" In the context of a conference, it refers to a formal meeting or gathering where individuals come together to discuss specific topics, share information, and collaborate. Conferences can vary in size and purpose, ranging from academic and professional gatherings to industry-specific events.","Here are the verbalized phrases based on the provided triples:

1. ""Akceptovány příspěvky konference pro tisk"" patří do domény ""konference"".
2. ""Brožury vytištěny kým"" patří do domény ""konference"".
3. ""Datum konference"" patří do domény ""konference"".
4. ""Dokončit přidělení příspěvků konference"" spadá do rozsahu ""konference"".
5. ""Konference má recenzí na článek"" patří do domény ""konference"".
6. ""Logo konference má URL"" patří do domény ""konference"".
7. ""Má člena konference"" patří do domény ""konference"".
8. ""Nástroj pro přídělení příspěvků spuštěn kým"" patří do domény ""konference"".
9. ""Podrobnosti vloženy kým"" patří do domény ""konference"".
10. ""Přidělení příspěvků dokončeno kým"" patří do domény ""konference"".
11. ""Spustil přidělování článků konference"" spadá do rozsahu ""konference"".
12. ""Tisk brožur konference"" spadá do rozsahu ""konference"".
13. ""Umožnit virtuální schůzku konferenci"" spadá do rozsahu ""konference"".
14. ""Virtuální schůzka konference umožněna kým"" patří do domény ""konference"".
15. ""Vložit kritéria recenze"" spadá do rozsahu ""konference"".
16. ""Vložit podrobnosti konference"" spadá do rozsahu ""konference"".
17. ""Vyjadření zájmu spuštěno kým"" patří do domény ""konference"".
18. ""Webová stránka konference má URL"" patří do domény ""konference"".
19. ""Zadání kritérií recenzí kým"" patří do domény ""konference"".
20. ""Zahájil vyjadřování zájmu recenzentů"" spadá do rozsahu ""konference"".
21. ""Člen konference"" spadá do rozsahu ""konference"".
22. ""Konference"" je disjunktní s ""dokument"", ""osoba"", ""preference"", ""programový výbor"", ""rozhodnutí"" a ""vyjádření zájmu"".The subgraph describes a conceptual framework related to conferences and their attributes within a structured ontology. 

1. **Classes and Restrictions**: The term ""konference"" (conference) is defined as a subclass of several restrictions, indicating that it inherits certain properties and constraints. Specifically, it is associated with a restriction that requires at least one date for the conference (datum konference) and another restriction that mandates at least one review related to an article (konference má recenzí na článek).

2. **Properties and Cardinality**: The properties associated with the conference include:
   - ""má jméno"" (has a name), which is required and must have exactly one instance (cardinality of 1).
   - The conference must also have at least one associated person (osoba), which is indicated by the first element in a list.

3. **Union and Structure**: The conference is part of a union of classes that includes the aforementioned restrictions, suggesting that it can be categorized under multiple criteria. The structure of the ontology ensures that each conference must meet the defined properties and cardinalities, ensuring consistency in how conferences are represented.

4. **Overall Interpretation**: In summary, the subgraph outlines the necessary attributes and relationships for defining a conference within this ontology, emphasizing the importance of having a name, a date, and a review associated with an article, while adhering to specific cardinality constraints."
http://cmt_cz#c-0128535-7854643,Source,Class,autor kter nen recenzent,"In the context of a conference, ""autor který není recenzent"" translates from Czech to ""author who is not a reviewer."" This typically refers to a situation where an individual has submitted a paper or presentation for consideration but is not involved in the peer review process for other submissions. This distinction is important in academic conferences, as it helps clarify roles and responsibilities, ensuring that authors can focus on their own work while reviewers assess the submissions of others.","The phrase can be verbalized as follows:

""The class of 'authors who are not reviewers' is a subclass of 'authors' and is disjoint from both 'reviewers' and 'members of the program committee'."""
http://cmt_cz#c-0452574-2080354,Source,Class,dokument,"In the context of a conference, ""dokument"" typically refers to a document or written material that is shared or presented during the event. This could include agendas, research papers, presentations, reports, or any other relevant materials that provide information or support discussions among participants. It serves as a formal record of the conference proceedings and can be used for reference or further study.","1. The term ""konference"" is disjoint with the term ""dokument,"" meaning they cannot overlap in meaning or classification.

2. The phrase ""má konflikt zájmu s příspěvkem"" has a range that is defined as ""dokument,"" indicating that it pertains to or is applicable within the context of documents.

3. The term ""recenze"" is a subclass of ""dokument,"" meaning that all instances of ""recenze"" are also considered instances of ""dokument.""

4. The term ""článek"" is a subclass of ""dokument,"" indicating that all instances of ""článek"" fall under the category of ""dokument.""

5. The term ""dokument"" is disjoint with the terms ""osoba,"" ""preference,"" ""programový výbor,"" ""rozhodnutí,"" and ""vyjádření zájmu,"" meaning that ""dokument"" cannot be classified as any of these other terms."
http://cmt_cz#c-0578733-1857190,Source,Class,osoba,"In the context of a conference, ""osoba"" is a term that means ""person"" in several Slavic languages, including Polish and Croatian. It may refer to an individual attending the conference, such as a speaker, participant, or organizer. Understanding the term in this context emphasizes the importance of personal interactions and networking among attendees.","Here are the verbalized phrases based on the provided triples:

1. The class ""dokument"" is disjoint with the class ""osoba.""
2. The class ""externí recenzent"" is a subclass of the class ""osoba.""
3. The class ""konference"" is disjoint with the class ""osoba.""
4. The property ""má email"" has the domain ""osoba.""
5. The property ""má konflikt zájmu s příspěvkem"" has the domain ""osoba.""
6. The class ""osoba s účastí na konferenci"" is a subclass of the class ""osoba.""
7. The class ""předseda"" is a subclass of the class ""osoba.""
8. The class ""uživatel"" is a subclass of the class ""osoba.""
9. The class ""člen programového výboru"" is a subclass of the class ""osoba.""
10. The class ""osoba"" is disjoint with the classes ""preference,"" ""programový výbor,"" ""rozhodnutí,"" and ""vyjádření zájmu.""The subgraph describes a relationship between various entities and their attributes. It indicates that there is a class represented by the identifier `_:N91c6325cecc3422cb69af8ee9848ec90`, which is of type ""Class."" This class has a union with another entity identified as `_:Na61c962d3bb54ae18e62d126b29326ab`, which has ""konference"" as its first element. 

Additionally, the class `_:N91c6325cecc3422cb69af8ee9848ec90` has a first element labeled ""osoba"" and a rest element that points to another entity identified as `_:N7fedf656f1184ed2b1dc8b13143586a4`. This last entity has a rest element that is nil, indicating it does not have any further elements. 

Finally, there is a property labeled ""má jméno"" (which translates to ""has name"") that is associated with the domain of the class `_:N91c6325cecc3422cb69af8ee9848ec90`. 

In summary, the subgraph outlines a class structure where ""osoba"" and ""konference"" are key elements, and it establishes a naming relationship for the class."
http://cmt_cz#c-0754816-7898339,Source,Class,preference,"In the context of a conference, ""preference"" refers to the choices or inclinations of attendees regarding various aspects of the event. This could include preferences for specific sessions or topics they wish to attend, preferred speakers, networking opportunities, or even logistical aspects such as meal options or seating arrangements. Understanding attendee preferences can help organizers tailor the conference experience to better meet the needs and interests of participants, ultimately enhancing engagement and satisfaction.","1. The class ""dokument"" is disjoint with the class ""preference.""
2. The class ""konference"" is disjoint with the class ""preference.""
3. The class ""osoba"" is disjoint with the class ""preference.""
4. The class ""preference"" is disjoint with the classes ""programový výbor,"" ""rozhodnutí,"" and ""vyjádření zájmu."""
http://cmt_cz#c-0978466-4762816,Source,Class,p edm tn oblast,"In the context of a conference, ""předmětná oblast"" translates to ""subject area"" or ""thematic area."" It refers to the specific field or topic that the conference is focused on, encompassing the themes, issues, or disciplines being discussed or explored during the event.","The phrase can be verbalized as: ""The subject matter pertains to the thematic area."""
http://cmt_cz#c-1109430-9892691,Source,Class,p edseda,"In the context of a conference, ""předseda"" is a Czech term that translates to ""chairman"" or ""chairperson"" in English. It refers to the individual who presides over the conference, leading discussions, managing the agenda, and ensuring that the proceedings run smoothly.","The phrase can be verbalized as: ""The class 'předseda' is a subclass of the class 'osoba'.""The subgraph describes a structured relationship among various roles and classes, primarily in a conference or organizational context. 

1. There are two main classes represented: one is identified as a ""Class"" and is associated with the term ""předseda"" (which translates to ""chairperson"" in English), and the other is also a ""Class"" associated with the term ""spolupředseda"" (meaning ""co-chairperson""). 

2. The ""předseda"" is defined as an equivalent class to the first class mentioned, indicating that they are interchangeable or represent the same concept within this context.

3. The roles within this structure include:
   - ""předseda"" (chairperson)
   - ""spolupředseda"" (co-chairperson)
   - ""předseda programového výboru"" (chairperson of the program committee)
   - ""autor"" (author)
   - ""recenzent"" (reviewer)

4. The relationships among these roles are organized in a list format, where each role is linked to the next. For example, the ""předseda"" is the first role, followed by the ""spolupředseda,"" and then the ""předseda programového výboru.""

5. The structure also indicates that the ""autor"" (author) is followed by the ""recenzent"" (reviewer), suggesting a sequential relationship in terms of contributions or responsibilities.

6. Additionally, there is a mention of a domain related to the phrase ""označil konflikt zájmu,"" which translates to ""marked conflict of interest,"" indicating that this concept is relevant to the class associated with the roles.

Overall, the subgraph outlines a hierarchy and relationships among various roles within a conference or organizational setting, emphasizing the roles of chairpersons, co-chairpersons, authors, and reviewers, along with their interconnections and the concept of conflict of interest."
http://cmt_cz#c-1435667-7309116,Source,Class,dn l nek,"In the context of a conference, ""řádný článek"" translates to ""regular article"" in English. It typically refers to a formal written piece that is presented or published as part of the conference proceedings. This could include research findings, theoretical discussions, or reviews that contribute to the academic discourse within the conference's theme. Regular articles are usually peer-reviewed and are expected to meet specific standards of quality and relevance to the conference audience.","The phrase can be verbalized as: ""The class 'řádný článek' is a subclass of the class 'článek'."""
http://cmt_cz#c-1710596-1174205,Source,Class,vyj d en z jmu,"""Vyjádření zájmu"" translates to ""expression of interest"" in English. In the context of a conference, it typically refers to a formal indication from individuals or organizations that they are interested in participating in the event, whether as attendees, speakers, sponsors, or contributors. This expression of interest can help organizers gauge potential participation and tailor the conference to meet the needs and expectations of those interested.","Here are the verbalized phrases based on the provided triples:

1. ""Dokument is disjoint with vyjádření zájmu.""
2. ""Konference is disjoint with vyjádření zájmu.""
3. ""Má vyjádření zájmu has a range of vyjádření zájmu.""
4. ""Osoba is disjoint with vyjádření zájmu.""
5. ""Preference is disjoint with vyjádření zájmu.""
6. ""Upravit vyjádření zájmu has a range of vyjádření zájmu.""
7. ""Vyjádření zájmu upraveno has a domain of vyjádření zájmu.""
8. ""Vyjádření zájmu is disjoint with programový výbor.""
9. ""Vyjádření zájmu is disjoint with rozhodnutí."""
http://cmt_cz#c-2063214-6676250,Source,Class,spolup edseda,"In the context of a conference, ""spolupředseda"" is a Czech term that translates to ""co-chair"" in English. It refers to a person who shares the leadership responsibilities of the conference with another chairperson. The co-chair typically assists in organizing the event, facilitating discussions, and ensuring that the conference runs smoothly alongside the main chair.","The term ""spolupředseda"" is a subclass of ""osoba s účastí na konferenci"" and is disjoint with ""předseda konference.""The subgraph describes a class that represents a union of different roles or positions. Specifically, it defines a class that includes the roles of ""spolupředseda"" (co-chair), ""předseda programového výboru"" (chair of the program committee), and ""předseda konference"" (chair of the conference). 

The structure indicates that the class is formed by combining these roles, with ""spolupředseda"" being the first role in the union, followed by ""předseda konference."" The union of these roles is categorized under a specific class type. Additionally, the term ""předseda"" (chair) is identified as equivalent to this class, suggesting that it encompasses all the mentioned roles. 

In summary, the subgraph outlines a classification of various leadership roles within a conference or committee setting, emphasizing their interconnectedness and equivalence to the broader term ""předseda."""
