Entity1,Entity2
source:Abstract,target:Abstract
source:Invited_speaker,target:Invited_Speaker
source:Regular_author,target:Author
source:Review,target:Review
source:Program_committee,target:Program_Committee
source:Conference_volume,target:Conference
source:Conference_fees,target:Fee
source:has_an_email,target:E-mail
source:Paper,target:Paper
source:Organizing_committee,target:Organizing_Committee
source:Person,target:Person
source:Committee,target:Committee
source:is_given_by,target:presentationed_by
source:gives_presentations,target:presentation
source:Conference_document,target:Document
