entity,source_or_target,entity_type,syntactic_matching,lexical_matching,semantic_matching
http://cmt_cz#c-0075317-8076564,Source,Class,konference,"The term ""konference"" appears to be a variation or misspelling of ""conference."" In the context of a conference, it refers to a formal meeting or gathering where individuals come together to discuss specific topics, share information, and collaborate. Conferences can be academic, professional, or industry-specific, and they often include presentations, workshops, and networking opportunities.","Here are the verbalized phrases based on the provided triples:

1. ""Akceptovány příspěvky konference pro tisk"" patří do domény konference.
2. ""Brožury vytištěny kým"" patří do domény konference.
3. ""Datum konference"" patří do domény konference.
4. ""Dokončit přidělení příspěvků konference"" spadá do rozsahu konference.
5. ""Konference má recenzí na článek"" patří do domény konference.
6. ""Logo konference má URL"" patří do domény konference.
7. ""Má člena konference"" patří do domény konference.
8. ""Nástroj pro přídělení příspěvků spuštěn kým"" patří do domény konference.
9. ""Podrobnosti vloženy kým"" patří do domény konference.
10. ""Přidělení příspěvků dokončeno kým"" patří do domény konference.
11. ""Spustil přidělování článků konference"" spadá do rozsahu konference.
12. ""Tisk brožur konference"" spadá do rozsahu konference.
13. ""Umožnit virtuální schůzku konferenci"" spadá do rozsahu konference.
14. ""Virtuální schůzka konference umožněna kým"" patří do domény konference.
15. ""Vložit kritéria recenze"" spadá do rozsahu konference.
16. ""Vložit podrobnosti konference"" spadá do rozsahu konference.
17. ""Vyjadření zájmu spuštěno kým"" patří do domény konference.
18. ""Webová stránka konference má URL"" patří do domény konference.
19. ""Zadání kritérií recenzí kým"" patří do domény konference.
20. ""Zahájil vyjadřování zájmu recenzentů"" spadá do rozsahu konference.
21. ""Člen konference"" spadá do rozsahu konference.
22. ""Konference"" je disjunktní s ""dokument"", ""osoba"", ""preference"", ""programový výbor"", ""rozhodnutí"" a ""vyjádření zájmu"".The subgraph describes a structured ontology related to a conference and its attributes. Here’s a natural language description of the elements and their relationships:

1. **Conference Class**: The term ""konference"" (conference) is defined as a subclass of a more general class represented by a restriction. This means that any instance of ""konference"" must adhere to certain constraints.

2. **Minimum Cardinality**: There is a restriction indicating that the property ""datum konference"" (date of the conference) must have a minimum cardinality of 1. This means that every conference must have at least one associated date.

3. **Name Property**: The property ""má jméno"" (has a name) is also associated with the conference class, and it is defined under a restriction that requires exactly one name for each conference.

4. **Review Property**: The property ""konference má recenzí na článek"" (conference has reviews on an article) is similarly defined as a restriction, requiring that each conference must have exactly one review associated with it.

5. **Union of Instances**: The class that includes the name property is defined as a union of instances, which includes a sequence where the first element is ""konference"" and the rest is a list that includes ""osoba"" (person) and ends with nil, indicating the end of the list.

6. **Types of Restrictions**: The restrictions on the properties (date, name, and reviews) are all classified as types of restrictions, ensuring that the properties adhere to the defined cardinalities.

In summary, the ontology outlines that every conference must have a date, a name, and a review, with each of these properties being strictly defined to ensure that there is exactly one of each for every conference instance."
http://cmt_cz#c-0128535-7854643,Source,Class,autor kter nen recenzent,"In the context of a conference, ""autor který není recenzent"" translates from Czech to ""author who is not a reviewer."" This typically refers to a situation where an individual has submitted a paper or presentation for consideration but is not involved in the peer review process for other submissions. This distinction is important in academic conferences, as it helps to clarify roles and responsibilities, ensuring that authors can focus on their own work while reviewers assess the submissions of others.","The phrase can be verbalized as follows:

""The class of 'authors who are not reviewers' is a subclass of 'authors' and is disjoint with both 'reviewers' and 'members of the program committee'."""
http://cmt_cz#c-0452574-2080354,Source,Class,dokument,"In the context of a conference, ""dokument"" typically refers to a document or written material that is shared or presented during the event. This could include agendas, research papers, presentations, handouts, or any other relevant materials that provide information or support discussions among participants.","Here are the verbalized phrases based on the provided triples:

1. The term ""konference"" is disjoint with the term ""dokument.""
2. The phrase ""má konflikt zájmu s příspěvkem"" has a range that is defined as ""dokument.""
3. The term ""recenze"" is a subclass of ""dokument.""
4. The term ""článek"" is a subclass of ""dokument.""
5. The term ""dokument"" is disjoint with the terms ""osoba,"" ""preference,"" ""programový výbor,"" ""rozhodnutí,"" and ""vyjádření zájmu."""
http://cmt_cz#c-0578733-1857190,Source,Class,osoba,"In the context of a conference, ""osoba"" is a term that means ""person"" in several Slavic languages, including Polish and Croatian. It may refer to an individual attending the conference, such as a speaker, participant, or organizer. Understanding this term can be important for networking and communication during the event.","Here are the verbalized phrases based on the provided triples:

1. The class ""dokument"" is disjoint with the class ""osoba.""
2. The class ""externí recenzent"" is a subclass of the class ""osoba.""
3. The class ""konference"" is disjoint with the class ""osoba.""
4. The property ""má email"" has the domain ""osoba.""
5. The property ""má konflikt zájmu s příspěvkem"" has the domain ""osoba.""
6. The class ""osoba s účastí na konferenci"" is a subclass of the class ""osoba.""
7. The class ""předseda"" is a subclass of the class ""osoba.""
8. The class ""uživatel"" is a subclass of the class ""osoba.""
9. The class ""člen programového výboru"" is a subclass of the class ""osoba.""
10. The class ""osoba"" is disjoint with the classes ""preference,"" ""programový výbor,"" ""rozhodnutí,"" and ""vyjádření zájmu.""The subgraph describes a relationship between various entities. It indicates that there is a class represented by the identifier '_:Neb0452c1e9a749379fb577e274c0b41e', which is defined as a union of another entity identified as '_:N7a047d74e61041a38183122c86fd6d2d'. This second entity, in turn, has a first element labeled 'konference'.

Additionally, there is another entity identified as '_:N2be69c68bffc421cb26d88addc189101', which has a first element labeled 'osoba' and does not have any additional elements, as indicated by its 'rest' being 'nil'. The relationship 'má jméno' suggests that it is related to the class identified by '_:Neb0452c1e9a749379fb577e274c0b41e'.

In summary, the subgraph outlines a structure where a class is defined as a union of a conference and an individual (osoba), with specific names associated with each entity."
http://cmt_cz#c-0754816-7898339,Source,Class,preference,"In the context of a conference, ""preference"" refers to the choices or inclinations of attendees regarding various aspects of the event. This could include preferences for specific sessions or topics they wish to attend, preferred speakers, networking opportunities, or even logistical aspects such as meal options or seating arrangements. Understanding attendee preferences can help organizers tailor the conference experience to better meet the needs and interests of participants, ultimately enhancing engagement and satisfaction.","Here are the verbalized phrases for the given triples:

1. ""Dokument is disjoint with preference.""
2. ""Konference is disjoint with preference.""
3. ""Osoba is disjoint with preference.""
4. ""Preference is disjoint with programový výbor.""
5. ""Preference is disjoint with rozhodnutí.""
6. ""Preference is disjoint with vyjádření zájmu."""
http://cmt_cz#c-0978466-4762816,Source,Class,p edm tn oblast,"In the context of a conference, ""předmětná oblast"" translates to ""subject area"" or ""topic area."" It refers to the specific field or domain of discussion that the conference is focused on, encompassing the themes, issues, or subjects that will be addressed during the event.","The phrase can be verbalized as: ""The subject area pertains to the topic."""
http://cmt_cz#c-1109430-9892691,Source,Class,p edseda,"In the context of a conference, ""předseda"" is a Czech term that translates to ""chairman"" or ""chairperson"" in English. It refers to the individual who presides over the conference, leading discussions, managing the agenda, and ensuring that the proceedings run smoothly.","The phrase can be verbalized as: ""The class 'předseda' is a subclass of the class 'osoba'.""The subgraph describes a structured representation of roles and relationships within a conference setting. 

1. The main entity is identified as a ""předseda konference"" (chair of the conference), which is part of a class that includes various roles.
2. This class is defined as a union of several roles, including ""předseda"" (chair), ""spolupředseda"" (co-chair), ""autor"" (author), and ""recenzent"" (reviewer).
3. The ""předseda"" is linked to an equivalent class, indicating that it shares characteristics with another defined class.
4. The relationships between these roles are hierarchical, with ""předseda"" being the first role in the union, followed by ""spolupředseda"" and ""autor,"" and concluding with ""recenzent.""
5. Additionally, there is a mention of a domain related to the phrase ""označil konflikt zájmu"" (identified a conflict of interest), which is associated with the class that encompasses these roles.

In summary, the subgraph outlines the roles of a conference chair, co-chair, author, and reviewer, their relationships, and a specific context regarding conflict of interest within the framework of a defined class."
http://cmt_cz#c-1435667-7309116,Source,Class,dn l nek,"In the context of a conference, ""řádný článek"" translates to ""regular article"" in English. It typically refers to a formal written piece that is presented or published as part of the conference proceedings. This could include research findings, theoretical discussions, or reviews that contribute to the academic discourse within the conference's theme. Regular articles are usually peer-reviewed and are expected to meet specific standards of quality and relevance to the conference audience.","The phrase can be verbalized as: ""The class 'řádný článek' is a subclass of the class 'článek'."""
http://cmt_cz#c-1710596-1174205,Source,Class,vyj d en z jmu,"""Vyjádření zájmu"" translates to ""expression of interest"" in English. In the context of a conference, it typically refers to a formal indication from individuals or organizations that they are interested in participating, attending, or contributing to the event. This could involve submitting proposals for presentations, workshops, or other forms of engagement related to the conference's themes or topics.","Here are the verbalized phrases based on the provided triples:

1. ""Dokument is disjoint with vyjádření zájmu.""
2. ""Konference is disjoint with vyjádření zájmu.""
3. ""Má vyjádření zájmu has a range of vyjádření zájmu.""
4. ""Osoba is disjoint with vyjádření zájmu.""
5. ""Preference is disjoint with vyjádření zájmu.""
6. ""Upravit vyjádření zájmu has a range of vyjádření zájmu.""
7. ""Vyjádření zájmu upraveno has a domain of vyjádření zájmu.""
8. ""Vyjádření zájmu is disjoint with programový výbor.""
9. ""Vyjádření zájmu is disjoint with rozhodnutí."""
http://cmt_cz#c-2063214-6676250,Source,Class,spolup edseda,"In the context of a conference, ""spolupředseda"" is a Czech term that translates to ""co-chair"" in English. It refers to a person who shares the leadership responsibilities of a conference or meeting with another individual, helping to facilitate discussions, manage the agenda, and ensure that the event runs smoothly.","The term ""spolupředseda"" is a subclass of ""osoba s účastí na konferenci"" and is disjoint with ""předseda konference.""The subgraph describes a structure related to a conference and its leadership roles. It identifies three key positions: the ""předseda konference"" (chairman of the conference), the ""předseda programového výboru"" (chairman of the program committee), and the ""spolupředseda"" (co-chair). 

The ""předseda"" is defined as an equivalent class to a specific entity, indicating that it shares characteristics with that entity. The ""předseda konference"" is linked to the ""předseda programového výboru"" as part of a sequence, suggesting a hierarchy or relationship between these roles. 

Additionally, the ""spolupředseda"" is presented as part of a union of roles that includes the other two positions, indicating that these roles may be interconnected or collectively represent a broader category of leadership within the conference structure. 

Overall, the subgraph outlines the relationships and classifications of key leadership roles within a conference setting."
