Entity1,Entity2
source:Person,target:Person
source:Document,target:Document
source:ProgramCommittee,target:Program_Committee
source:Conference,target:Conference
source:ConferenceChair,target:General_Chair
source:ConferenceMember,target:Program_Committee_member
source:ProgramCommitteeMember,target:Program_Committee_member
source:ExternalReviewer,target:Program_Committee_member
source:Chairman,target:General_Chair
source:ProgramCommitteeChair,target:Program_Chair
source:Review,target:Review
source:Paper,target:Paper
source:Author,target:Author
source:User,target:Person
source:PaperAbstract,target:Abstract
source:PaperFullVersion,target:Document
source:assignedByReviewer,target:holded_by
source:hasProgramCommitteeMember,target:holded_by
source:assignedByAdministrator,target:awarded_by
source:hasBeenAssigned,target:awarded_by
source:name,target:Name
source:date,target:Date
source:email,target:E-mail
source:acceptsHardcopySubmissions,target:submit
