Entity1,Entity2
source:Person,target:Person
source:Document,target:Document
source:Conference,target:Conference
source:ConferenceChair,target:PC_Chair
source:ConferenceMember,target:Conference_Participant
source:ProgramCommitteeMember,target:PC_Member
source:SubjectArea,target:Research_Topic
source:Chairman,target:OC_Chair
source:ProgramCommitteeChair,target:PC_Chair
source:Review,target:Review
source:Paper,target:Paper
source:Co-author,target:Paper_Author
source:PaperAbstract,target:Abstract
source:PaperFullVersion,target:Paper
source:assignedTo,target:reviewerOfPaper
source:hasSubjectArea,target:coversTopic
source:hasAuthor,target:writtenBy
source:writtenBy,target:writtenBy
