Entity1,Entity2
source:Reviewer,target:Possible_Reviewer
source:Person,target:Person
source:Document,target:Document
source:ProgramCommittee,target:PC_Member
source:Conference,target:Conference
source:ConferenceChair,target:PC_Chair
source:ConferenceMember,target:Conference_Participant
source:AssociatedChair,target:Session_Chair
source:ProgramCommitteeMember,target:PC_Member
source:ExternalReviewer,target:Possible_Reviewer
source:Chairman,target:Session_Chair
source:ProgramCommitteeChair,target:PC_Chair
source:Acceptance,target:Accepted_Paper
source:Rejection,target:Rejected_Paper
source:Review,target:Review
source:Paper,target:Paper
source:Co-author,target:Paper_Author
source:PaperAbstract,target:Tutorial_Abstract
source:PaperFullVersion,target:Paper
source:readByReviewer,target:reviewWrittenBy
source:co-writePaper,target:writtenBy
source:assignedTo,target:hasReviewer
source:hasSubjectArea,target:coversTopic
source:hasAuthor,target:writtenBy
source:writtenBy,target:writtenBy
source:writeReview,target:reviewOfPaper
source:writePaper,target:authorOf
