Entity1,Entity2
source:AcademicConference,target:Conference
source:Activity,target:Working_event
source:AmericanFootballTeam,target:Organization
source:Article,target:Paper
source:AthleticsPlayer,target:Participant
source:BusCompany,target:Organization
source:CanadianFootballPlayer,target:Participant
source:City,target:City
source:ClericalOrder,target:Assistant
source:Company,target:Company
source:Convention,target:Conference
source:Country,target:Country
source:DistrictWaterBoard,target:Organization
source:EmployersOrganisation,target:Organization
source:EurovisionSongContestEntry,target:Participant
source:Event,target:Event
source:GolfPlayer,target:Participant
source:GridironFootballPlayer,target:Participant
source:InternationalFootballLeagueEvent,target:Event
source:InternationalOrganisation,target:Organization
source:Meeting,target:Conference
source:MixedMartialArtsEvent,target:Event
source:Organisation,target:Organization
source:Person,target:Person
source:PersonFunction,target:Participant
source:Population,target:Person
source:Presenter,target:Person
source:Scientist,target:Science_Worker
source:Single,target:Person
source:SocietalEvent,target:Social_event
source:SportsTeamMember,target:Participant
source:Standard,target:Regular
source:TableTennisPlayer,target:Participant
source:TopicalConcept,target:Topic
source:University,target:University
source:WaterPoloPlayer,target:Participant
source:WinterSportPlayer,target:Participant
source:Writer,target:Author
source:WrittenWork,target:Paper
"source:Organisation,_Parish",target:Organization
source:alongside,target:parallel_with
source:associatedAct,target:parallel_with
source:associatedRocket,target:hasTopic
source:author,target:writtenBy
source:canonizedPlace,target:location
source:city,target:hasCity
source:company,target:employedBy
source:competitionTitle,target:has_title
source:country,target:hasCountry
source:countryOrigin,target:hasCountry
source:creator,target:writtenBy
source:currentCity,target:location
source:endReign,target:ends_on
source:event,target:starts_on
source:field,target:hasTopic
source:followedBy,target:follows
source:follows,target:follows
source:ground,target:location
source:hasInsidePlace,target:location
source:heir,target:has_title
source:highestPlace,target:location
source:lastAppearance,target:ends_on
source:locatedInArea,target:location
source:location,target:location
source:locationCity,target:hasCity
source:locationCountry,target:hasCountry
source:lowestPosition,target:minChoice
source:mainInterest,target:hasTopic
source:march,target:starts_on
source:meetingBuilding,target:location
source:meetingCity,target:hasCity
source:nationalAffiliation,target:hasCountry
source:nextEvent,target:starts_on
source:nonFictionSubject,target:hasTopic
source:northEastPlace,target:location
source:northPlace,target:location
source:notableIdea,target:remark
source:order,target:follows
source:originalEndPoint,target:ends_on
source:originalStartPoint,target:starts_on
source:place,target:location
source:presentMunicipality,target:location
source:provides,target:writes
source:region,target:location
source:relatedFunctions,target:dealsWith
source:routeEnd,target:ends_on
source:show,target:abstract
source:soccerTournamentOpeningSeason,target:starts_on
source:sourceConfluencePlace,target:location
source:sourcePlace,target:location
source:sourceRegion,target:location
source:sourceState,target:starts_on
source:southEastPlace,target:location
source:startPoint,target:starts_on
source:startReign,target:starts_on
source:subsequentWork,target:follows
source:successor,target:follows
source:westPlace,target:location
source:wikiPageWikiLinkText,target:hasTitle
source:writer,target:writes
source:abstract,target:abstract
source:activeYearsEndDate,target:ends_on
source:activeYearsEndDateMgr,target:ends_on
source:activeYearsEndYear,target:ends_on
source:activeYearsStartDate,target:starts_on
source:activeYearsStartDateMgr,target:starts_on
source:activeYearsStartYear,target:starts_on
source:airDate,target:starts_on
source:alternativeTitle,target:has_title
source:authorityTitle,target:has_title
source:awardName,target:hasTitle
source:center,target:location
source:chairmanTitle,target:has_title
source:championships,target:hasTitle
source:circuitName,target:has_title
source:closingDate,target:ends_on
source:closingYear,target:ends_on
source:comment,target:remark
source:completionDate,target:ends_on
source:date,target:starts_on
source:dateAct,target:starts_on
source:dateClosed,target:ends_on
source:dateCompleted,target:ends_on
source:dateConstruction,target:starts_on
source:dateExtended,target:ends_on
source:dateOfAbandonment,target:ends_on
source:dateUnveiled,target:starts_on
source:dateUse,target:starts_on
source:day,target:starts_on
source:decideDate,target:starts_on
source:departmentPosition,target:hasTitle
source:disappearanceDate,target:ends_on
source:documentDesignation,target:has_title
source:dutchPPNCode,target:hasPostalCode
source:eMedicineTopic,target:hasTopic
source:endDate,target:ends_on
source:endDateTime,target:ends_on
source:endOccupation,target:ends_on
source:endYear,target:ends_on
source:endYearOfInsertion,target:ends_on
source:eptTitle,target:has_title
source:europeanUnionEntranceDate,target:starts_on
source:eventDate,target:starts_on
source:eventDescription,target:abstract
source:extinctionDate,target:ends_on
source:finalPublicationDate,target:ends_on
source:firstAppearance,target:starts_on
source:firstAscent,target:hasFirstName
source:firstFlightEndDate,target:ends_on
source:firstFlightStartDate,target:starts_on
source:firstLaunchDate,target:starts_on
source:functionEndDate,target:ends_on
source:functionEndYear,target:ends_on
source:functionStartDate,target:starts_on
source:functionStartYear,target:starts_on
source:graySubject,target:hasTopic
source:headLabel,target:has_title
