Entity2,Entity1
http://cmt_pt#c-0552113-4846368,http://cmt_de#c-1092336-2330592
http://cmt_pt#c-0659705-1004834,http://cmt_de#c-5356419-0853732
http://cmt_pt#c-0743480-8784777,http://cmt_de#c-4575828-4677716
http://cmt_pt#c-1162044-8230678,http://cmt_de#c-5403940-4193578
http://cmt_pt#c-1195022-1778322,http://cmt_de#c-3554876-1135672
http://cmt_pt#c-5355208-6834878,http://cmt_de#c-7511748-5827387
http://cmt_pt#c-6103454-5591664,http://cmt_de#c-7914897-1988765
http://cmt_pt#c-6350040-2336355,http://cmt_de#c-8450582-0542304
http://cmt_pt#c-6654404-9710488,http://cmt_de#c-4872876-3932965
http://cmt_pt#c-6654404-9710488,http://cmt_de#c-5403940-4193578
http://cmt_pt#c-6903790-9806964,http://cmt_de#c-1253837-4887221
http://cmt_pt#c-7018833-2528219,http://cmt_de#c-7606498-1774261
http://cmt_pt#c-7148208-3570710,http://cmt_de#c-9804348-4921383
http://cmt_pt#c-7462500-2349721,http://cmt_de#c-5888543-5318130
http://cmt_pt#c-7932947-0055415,http://cmt_de#c-8082317-4346619
http://cmt_pt#c-8376130-6378687,http://cmt_de#c-3386094-8929437
http://cmt_pt#c-8899081-4132080,http://cmt_de#c-2600954-3812137
http://cmt_pt#c-9369865-8568152,http://cmt_de#c-5403940-4193578
http://cmt_pt#ent-0644197-6160913,http://cmt_de#ent-7027114-8569150
http://cmt_pt#ent-1352346-3282739,http://cmt_de#ent-3421629-9074086
http://cmt_pt#ent-8097080-4619374,http://cmt_de#ent-5017088-6756639
http://cmt_pt#op-0086172-2648814,http://cmt_de#op-5563137-2349843
http://cmt_pt#op-0496809-3338517,http://cmt_de#op-3382350-0510939
http://cmt_pt#op-1234183-7097522,http://cmt_de#op-2406368-4587748
http://cmt_pt#op-1365421-7214392,http://cmt_de#op-2899154-8812515
http://cmt_pt#op-1542767-1179760,http://cmt_de#op-7391170-1595630
http://cmt_pt#op-2603095-7051900,http://cmt_de#op-5563137-2349843
http://cmt_pt#op-2664340-1801609,http://cmt_de#op-5317809-8410933
http://cmt_pt#op-2746367-4875759,http://cmt_de#op-3728281-3703353
http://cmt_pt#op-2894081-0130144,http://cmt_de#op-6806056-6808473
http://cmt_pt#op-4234220-2157998,http://cmt_de#op-1333090-2653926
http://cmt_pt#op-4295656-1951781,http://cmt_de#op-5367618-4635788
http://cmt_pt#op-5069880-9811640,http://cmt_de#op-7066350-8155982
http://cmt_pt#op-5460137-1245372,http://cmt_de#op-3385838-2265419
http://cmt_pt#op-5488144-4158468,http://cmt_de#op-5588430-7223994
http://cmt_pt#op-5488548-5416434,http://cmt_de#op-3382350-0510939
http://cmt_pt#op-5491548-2845518,http://cmt_de#op-7181260-5606687
http://cmt_pt#op-5517613-9784506,http://cmt_de#op-1123568-3504213
http://cmt_pt#op-6510466-1708250,http://cmt_de#op-7851598-8792255
http://cmt_pt#op-6694831-3793031,http://cmt_de#op-2899154-8812515
http://cmt_pt#op-6983859-3703093,http://cmt_de#op-2707356-6407444
http://cmt_pt#op-6983859-3703093,http://cmt_de#op-3385838-2265419
http://cmt_pt#op-7155112-0096874,http://cmt_de#op-0603706-6484397
http://cmt_pt#op-7580343-5764136,http://cmt_de#op-0065286-3503316
http://cmt_pt#op-7804258-2492907,http://cmt_de#op-3382350-0510939
http://cmt_pt#op-7991089-8148208,http://cmt_de#op-1333090-2653926
http://cmt_pt#op-8230071-5530103,http://cmt_de#op-2666186-7725287
http://cmt_pt#op-8351691-0529275,http://cmt_de#op-7066350-8155982
http://cmt_pt#op-8440175-0779015,http://cmt_de#op-1123568-3504213
http://cmt_pt#op-8963398-6546222,http://cmt_de#op-0136947-6585575
http://cmt_pt#op-9517020-6504507,http://cmt_de#op-5317809-8410933
