Entity1,Entity2
source:Trip,target:Excursion
source:Reception,target:Reception
source:Social_event,target:SocialEvent
source:Event,target:ConferenceEvent
source:Organization,target:Organization
source:Person,target:Person
source:Topic,target:Topic
source:Country,target:Country
source:Company,target:Organization
source:Paper,target:Paper
source:Reviewing_results_event,target:Review
source:Reviewing_event,target:ConferenceEvent
source:Registration_of_participants_event,target:ConferenceEvent
source:Camera_Ready_event,target:ConferenceEvent
source:Workshop,target:Workshop
source:Conference,target:Conference
source:Working_event,target:ConferenceEvent
source:Participant,target:Person
source:Member_PC,target:TPCMember
source:Chair_PC,target:SessionChair
source:Regular,target:Attendee
source:Author,target:Author
source:dealsWith,target:relatesTo
source:hasCity,target:hasCity
source:reviewes,target:hasReviewHistory
source:hasTopic,target:hasTopic
source:writes,target:isWrittenBy
source:writtenBy,target:isWrittenBy
source:hasCountry,target:hasCountry
source:contactEmail,target:hasEmail
source:hasFirstName,target:hasFirstName
source:hasEmail,target:hasEmail
source:hasSurname,target:hasLastName
source:hasStreet,target:hasStreet
source:hasPostalCode,target:hasPostalCode
source:location,target:hasLocation
source:hasPhone,target:hasPhone
source:starts_on,target:startDate
source:ends_on,target:endDate
