Entity1,Entity2
source:Person,target:Person
source:Conference_participant,target:Attendee
source:Organization,target:Organization
source:Reviewer,target:Reviewer
source:has_the_first_name,target:hasFirstName
source:Conference_part,target:ConferenceEvent
source:Workshop,target:Workshop
source:Conference_document,target:Document
source:Paper,target:Paper
source:has_a_review_expertise,target:hasRating
source:has_the_last_name,target:hasLastName
source:Review,target:Review
source:Conference_volume,target:Conference
source:Rejected_contribution,target:RejectedPaper
source:Topic,target:Topic
source:Accepted_contribution,target:AcceptedPaper
source:Regular_author,target:Author
