Entity1,Entity2
source:Place,target:Place
source:hasCostAmount,target:Price
source:Person,target:Person
source:hasName,target:Name_of_conference
source:ConferenceVenuePlace,target:Conference_hall
source:Author,target:Author
source:AccommodationPlace,target:Hotel
source:startDate,target:Start_of_conference
source:ConferenceChair,target:General_Chair
source:Conference,target:Conference
source:endDate,target:End_of_conference
source:Review,target:Review
source:Document,target:Document
source:Paper,target:Paper
source:Attendee,target:Listener
