entity,source_or_target,entity_type,syntactic_matching,lexical_matching,semantic_matching
http://cmt_de#c-0277212-8406046,Source,Class,konferenzbeitrag,"In the context of a conference, ""Konferenzbeitrag"" is a German term that translates to ""conference contribution"" in English. It typically refers to a presentation, paper, or any other form of contribution made by a participant at a conference. This can include research findings, discussions, workshops, or any other content that adds value to the conference proceedings.","Here are the verbalized phrases based on the provided RDF triples:

1. ""Zusammenfassung eines Konferenzbeitrags"" ist eine Unterklasse von ""Konferenzbeitrag"".
2. ""abgewiesen von"" ist ein Attribut, das für ""Konferenzbeitrag"" gilt.
3. ""akzeptiert von"" ist ein Attribut, das für ""Konferenzbeitrag"" gilt.
4. ""gelesen von Gutachter"" ist ein Attribut, das für ""Konferenzbeitrag"" gilt.
5. ""gelesen von Meta-Gutachter"" ist ein Attribut, das für ""Konferenzbeitrag"" gilt.
6. ""geschrieben von"" ist ein Attribut, das für ""Konferenzbeitrag"" gilt.
7. ""hat Beitrag eingesendet"" ist ein Attribut, das für ""Konferenzbeitrag"" gilt.
8. ""hat Beitrag geschrieben"" ist ein Attribut, das für ""Konferenzbeitrag"" gilt.
9. ""hat Beitrag mitverfasst"" ist ein Attribut, das für ""Konferenzbeitrag"" gilt.
10. ""hat Gebot erhalten"" ist ein Attribut, das für ""Konferenzbeitrag"" gilt.
11. ""hat Gegenstandsbereich"" ist ein Attribut, das für ""Konferenzbeitrag"" gilt.
12. ""hat ID"" ist ein Attribut, das für ""Konferenzbeitrag"" gilt.
13. ""hat Papier abgelehnt"" ist ein Attribut, das für ""Konferenzbeitrag"" gilt.
14. ""hat Papier gelesen"" ist ein Attribut, das für ""Konferenzbeitrag"" gilt.
15. ""hat Titel"" ist ein Attribut, das für ""Konferenzbeitrag"" gilt.
16. ""hat akzeptiert"" ist ein Attribut, das für ""Konferenzbeitrag"" gilt.
17. ""ist entschieden worden als"" ist ein Attribut, das für ""Konferenzbeitrag"" gilt.
18. ""ist zugeordnet worden"" ist ein Attribut, das für ""Konferenzbeitrag"" gilt.
19. ""mitverfasst von"" ist ein Attribut, das für ""Konferenzbeitrag"" gilt.
20. ""steht in Interessen-Konflikt mit Beitrag"" ist ein Attribut, das für ""Konferenzbeitrag"" gilt.
21. ""vollständiger Konferenzbeitrag"" ist eine Unterklasse von ""Konferenzbeitrag"".
22. ""zugewiesen zu"" ist ein Attribut, das für ""Konferenzbeitrag"" gilt.
23. ""Konferenzbeitrag"" ist eine Unterklasse von ""Dokument"" und steht im Widerspruch zu ""Gutachten"". 

These phrases summarize the relationships and classifications defined in the RDF triples.The subgraph describes a set of restrictions and relationships concerning the class ""Konferenzbeitrag"" (conference contribution) in a structured ontology. 

1. **Class Definition**: ""Konferenzbeitrag"" is defined as a subclass of several restrictions. These restrictions specify certain properties that must be adhered to for instances of ""Konferenzbeitrag.""

2. **Restrictions**:
   - There is a restriction that relates to the property ""ist entschieden worden als"" (has been decided as), which allows for a maximum of one instance (maxCardinality of 1) and a minimum of zero instances (minCardinality of 0).
   - Another restriction pertains to the property ""gelesen von Gutachter"" (read by reviewer), which requires at least one instance (minCardinality of 1) and allows for a maximum of one instance (maxCardinality of 1).
   - Additionally, there is a restriction related to the property ""gelesen von Meta-Gutachter"" (read by meta-reviewer), which also falls under the same cardinality constraints as the previous restrictions.

In summary, the ""Konferenzbeitrag"" class is governed by specific restrictions that dictate how many instances of certain properties can be associated with it, ensuring that each conference contribution is reviewed and decided upon in a structured manner."
http://cmt_de#c-1092336-2330592,Source,Class,entscheidung,"In the context of a conference, ""Entscheidung"" is a German word that translates to ""decision"" in English. It refers to the process of making a choice or reaching a conclusion, often after considering various options or factors. During a conference, discussions may lead to important ""Entscheidungen"" regarding strategies, policies, or actions to be taken by the participants or organizations involved.","Here are the verbalized phrases based on the provided triples:

1. ""Akzeptanz"" is a subclass of ""Entscheidung.""
2. ""Zurückweisung"" is a subclass of ""Entscheidung.""
3. ""ist entschieden worden als"" has a range of ""Entscheidung.""
4. ""Entscheidung"" is disjoint with ""Dokument,"" ""Gebot,"" ""Konferenz,"" ""Person,"" ""Programm-Komitee,"" and ""Präferenz."""
http://cmt_de#c-1105419-5848060,Source,Class,zur ckweisung,"In the context of a conference, ""Zurückweisung"" is a German term that translates to ""rejection"" in English. It typically refers to the dismissal of a paper, proposal, or submission that has been evaluated by a committee or reviewers. This could occur during the peer review process for academic papers or presentations, where the submitted work does not meet the required standards or criteria for acceptance into the conference.","The term ""Zurückweisung"" is a subclass of ""Entscheidung"" and is disjoint with ""Akzeptanz."""
http://cmt_de#c-1253837-4887221,Source,Class,vollst ndiger konferenzbeitrag,"The term ""vollständiger Konferenzbeitrag"" translates to ""full conference paper"" in English. In the context of a conference, it refers to a comprehensive research paper that is submitted for presentation at the event. This type of contribution typically includes detailed research findings, methodologies, discussions, and conclusions, and is often subject to a peer-review process before being accepted for presentation. Full conference papers are usually published in the conference proceedings, contributing to the academic discourse in the respective field.","The phrase can be verbalized as: ""A 'vollständiger Konferenzbeitrag' is a subclass of 'Konferenzbeitrag'."""
http://cmt_de#c-2036030-6478102,Source,Class,gutachten,"In the context of a conference, ""Gutachten"" is a German term that translates to ""expert opinion"" or ""report."" It typically refers to a formal assessment or evaluation provided by an expert in a specific field. During a conference, a Gutachten might be presented to offer insights, recommendations, or analyses related to the topics being discussed, helping to inform participants and guide decision-making.","Here are the verbalized phrases based on the provided triples:

1. ""Konferenzbeitrag"" is disjoint with ""Gutachten.""
2. ""Meta-Gutachten (Gutachten über ein Gutachten)"" is a subclass of ""Gutachten.""
3. The property ""geschrieben von"" has a domain of ""Gutachten.""
4. The property ""hat Gutachten geschrieben"" has a range of ""Gutachten.""
5. The property ""hat die Zeit des Begutachtens beendet"" has a range of ""Gutachten.""
6. ""Gutachten"" is a subclass of ""Dokument."""
http://cmt_de#c-2276280-7516043,Source,Class,vorsitzender,"In the context of a conference, ""Vorsitzender"" is a German term that translates to ""chairperson"" or ""chair"" in English. It refers to the individual who presides over the conference, leading discussions, managing the agenda, and ensuring that the proceedings run smoothly. The Vorsitzender is responsible for facilitating communication among participants and may also represent the conference in official capacities.","The term ""Vorsitzender"" is a subclass of ""Person.""The subgraph describes a classification of roles and their relationships within a committee or conference setting. It identifies a main class, which is a ""Class"" that encompasses various roles. 

1. The roles include:
   - ""Vorsitzender der Konferenz"" (Chair of the Conference)
   - ""Vorsitzender des Programm-Komitees"" (Chair of the Program Committee)
   - ""stellvertretender Vorsitz"" (Deputy Chair)
   - ""Verfasser"" (Author)
   - ""Gutachter"" (Reviewer)

2. The ""Vorsitzender"" (Chair) is defined as being equivalent to the main class, indicating that this role is a key position within the structure.

3. The relationships between these roles are hierarchical, with each role potentially having a ""first"" and ""rest"" component, suggesting a list or sequence of responsibilities or members. For example, the ""Vorsitzender"" has a ""rest"" that includes the ""Gutachter,"" indicating that the chair oversees or is associated with the reviewer role.

4. Additionally, there is a mention of a conflict of interest related to a contribution, which is linked to the ""Vorsitzender"" role, suggesting that this position may have specific ethical considerations.

Overall, the subgraph outlines a structured representation of roles within a committee, their relationships, and the potential for conflicts of interest, emphasizing the importance of these positions in the context of a conference or academic setting."
http://cmt_de#c-2310106-7377133,Source,Class,akzeptanz,"In the context of a conference, ""Akzeptanz"" refers to the acceptance or approval of ideas, concepts, or practices presented during the event. It can pertain to how well participants embrace new information, methodologies, or technologies discussed at the conference. High levels of Akzeptanz among attendees can indicate a successful exchange of knowledge and a willingness to adopt innovative approaches within their respective fields.","1. ""Zurückweisung"" is disjoint with ""Akzeptanz.""
2. ""Akzeptanz"" is a subclass of ""Entscheidung."""
http://cmt_de#c-2600954-3812137,Source,Class,administrator,"In the context of a conference, an ""Administrator"" typically refers to an individual responsible for managing and organizing the event. This role may involve coordinating logistics, overseeing registration, handling communications, and ensuring that all aspects of the conference run smoothly. The administrator may also be involved in budgeting, scheduling sessions, and liaising with speakers and attendees to facilitate a successful conference experience.","Here are the verbalized phrases based on the provided RDF triples:

1. Die Beitragszuordnung wurde abgeschlossen von einem Administrator.
2. Die Beitragszuordnungs-Software wurde ausgeführt von einem Administrator.
3. Details wurden eingefügt von einem Administrator.
4. Die Gebotsphase wurde gestartet von einem Administrator.
5. Kriterien zu Gutachten wurden eingefügt von einem Administrator.
6. Der Papierausdruck des Mailing-Manifests wurde gedruckt von einem Administrator.
7. Das Dokument wurde abgewiesen von einem Administrator.
8. Das Dokument wurde akzeptiert von einem Administrator.
9. Der Administrator bestimmt die maximale Anzahl an zugewiesenen Beiträgen.
10. Der Administrator druckt den Papierausdruck des Mailing-Manifests.
11. Der Administrator hat Details eingefügt in Bezug auf das Dokument.
12. Der Administrator hat Kriterien zu Gutachten eingefügt.
13. Der Administrator hat das Papier abgelehnt.
14. Der Administrator hat das Dokument akzeptiert.
15. Der Administrator hat die Beitrags-Zuordnungssoftware ausgeführt.
16. Der Administrator hat die Gebotsphase gestartet.
17. Der Administrator hat die Zuordnung der Beiträge abgeschlossen.
18. Der Administrator hat etwas hinzugefügt.
19. Der Administrator hat ein virtuelles Treffen veranlasst.
20. Der Administrator hat etwas zugewiesen.
21. Etwas wurde hinzugefügt von einem Administrator.
22. Ein virtuelles Treffen wurde veranlasst von einem Administrator.
23. Etwas wurde zugewiesen von einem Administrator.
24. Der Administrator ist ein Benutzer. 

These phrases encapsulate the relationships and actions described in the RDF triples."
http://cmt_de#c-2636048-9047841,Source,Class,gebot,"In the context of a conference, ""Gebot"" is a German term that translates to ""bid"" or ""offer"" in English. It often refers to a proposal or an offer made during discussions, negotiations, or presentations at the conference. Participants may present their ""Gebot"" in terms of ideas, solutions, or collaborative opportunities, aiming to engage others and foster partnerships or agreements.","Here are the verbalized phrases based on the provided triples:

1. ""Entscheidung is disjoint with Gebot.""
2. ""The property 'abgeglichen von' has a domain of Gebot.""
3. ""The property 'hat Gebot erhalten' has a range of Gebot.""
4. ""The property 'hat abgeglichen' has a range of Gebot.""
5. ""Gebot is disjoint with Dokument, Konferenz, Person, Programm-Komitee, and Präferenz."""
http://cmt_de#c-3386094-8929437,Source,Class,dokument,"In the context of a conference, ""Dokument"" typically refers to a document or written material that is presented, shared, or discussed during the event. This could include research papers, presentations, agendas, minutes, or any other formal written content that contributes to the conference proceedings. It serves as a record of the information shared and can be used for reference by attendees.","Here are the verbalized phrases based on the provided triples:

1. ""Entscheidung"" is disjoint with ""Dokument.""
2. ""Gebot"" is disjoint with ""Dokument.""
3. ""Gutachten"" is a subclass of ""Dokument.""
4. ""Konferenzbeitrag"" is a subclass of ""Dokument.""
5. ""hat Interessenskonflikt in Bezug auf"" has a range of ""Dokument.""
6. ""Dokument"" is disjoint with ""Konferenz,"" ""Person,"" ""Programm-Komitee,"" and ""Präferenz."""
