Entity1,Entity2
source:Document,target:Document
source:One_day_presenter,target:Speaker
source:Person,target:Person
source:Conference_city,target:Place
source:Submissions_deadline,target:Deadline_Paper_Submission
source:Deadline,target:Deadline
source:Technical_commitee,target:Program_Committee
source:Place,target:Place
source:Author,target:Author
source:Record_of_attendance,target:Document
source:Listener,target:Listener
source:Session_room,target:Conference_hall
source:Invitation_letter,target:Document
source:Conference_building,target:Place
source:Registration_fee,target:Registration_fee
source:Speaker,target:Speaker
source:Author_attendee_book_registration_fee,target:Fee
source:Conference_hotel,target:Hotel
source:Money,target:Sponzor_fee
source:Final_manuscript,target:Paper
source:Submission,target:Deadline_Paper_Submission
source:Sponsor,target:Sponzor
source:Conference_hall,target:Conference_hall
source:Plenary_lecture,target:Invited_Speaker
source:Plenary_lecture_speaker,target:Speaker
source:Deadline_for_notification_of_acceptance,target:Deadline_Author_notification
source:Registation_deadline,target:Deadline
source:Nonmember_registration_fee,target:Registration_Non-Member
source:IASTED_non_member,target:Registration_Non-Member
source:Fee,target:Fee
source:Publication,target:Paper
source:Review,target:Review
source:Nonauthor_registration_fee,target:Registration_Non-Member
source:Camera_ready_manuscript_deadline,target:Deadline
source:Memeber_registration_fee,target:Registration_fee
source:Sponsor_company_house,target:Sponzor
source:Student_registration_fee,target:Registration_Student
source:Author_attendee_cd_registration_fee,target:Registration_fee
source:Main_office,target:Main_office
source:Initial_manuscipt,target:Paper
source:Speaker_lecture,target:Invited_Speaker
source:obtain,target:obtain
source:is_given_to,target:award
source:send,target:submit
source:occupy,target:hold
source:pay,target:pay
source:is_held_in,target:hold
source:give,target:award
source:is_paid_with,target:payed_by
source:is_dated_on,target:Date
