Entity1,Entity2
source:Document,target:Document
source:Person,target:Person
source:Submissions_deadline,target:Deadline_Paper_Submission
source:Deadline,target:Deadline
source:Conference_activity,target:Conference
source:Place,target:Place
source:Author,target:Author
source:Listener,target:Listener
source:Registration_fee,target:Registration_fee
source:Speaker,target:Speaker
source:Conference_hotel,target:Hotel
source:Sponsor,target:Sponzor
source:Conference_hall,target:Conference_hall
source:Plenary_lecture_speaker,target:Invited_Speaker
source:Deadline_for_notification_of_acceptance,target:Deadline_Author_notification
source:Nonmember_registration_fee,target:Registration_Non-Member
source:Fee,target:Fee
source:Review,target:Review
source:Sponzorship,target:Sponzor_fee
source:Main_office,target:Main_office
source:is_given_by,target:awarded_by
source:obtain,target:obtain
source:pay,target:pay
source:is_held_in,target:hold
source:give,target:presentation
source:is_paid_by,target:payed_by
source:is_dated_on,target:Date
