entity,source_or_target,entity_type,syntactic_matching,lexical_matching,semantic_matching
http://cmt_cz#c-0075317-8076564,Source,Class,konference,"The term ""konference"" appears to be a variation or misspelling of ""conference."" In the context of a conference, it refers to a formal meeting or gathering where individuals come together to discuss specific topics, share information, and collaborate. Conferences can vary in size and purpose, ranging from academic and professional gatherings to industry-specific events, and often include presentations, workshops, and networking opportunities.","Here are the verbalized phrases based on the provided triples:

1. ""Akceptovány příspěvky konference pro tisk"" je doménou konference.
2. ""Brožury vytištěny kým"" je doménou konference.
3. ""Datum konference"" je doménou konference.
4. ""Dokončit přidělení příspěvků konference"" je rozsahem konference.
5. ""Konference má recenzí na článek"" je doménou konference.
6. ""Logo konference má URL"" je doménou konference.
7. ""Má člena konference"" je doménou konference.
8. ""Nástroj pro přídělení příspěvků spuštěn kým"" je doménou konference.
9. ""Podrobnosti vloženy kým"" je doménou konference.
10. ""Přidělení příspěvků dokončeno kým"" je doménou konference.
11. ""Spustil přidělování článků konference"" je rozsahem konference.
12. ""Tisk brožur konference"" je rozsahem konference.
13. ""Umožnit virtuální schůzku konferenci"" je rozsahem konference.
14. ""Virtuální schůzka konference umožněna kým"" je doménou konference.
15. ""Vložit kritéria recenze"" je rozsahem konference.
16. ""Vložit podrobnosti konference"" je rozsahem konference.
17. ""Vyjadření zájmu spuštěno kým"" je doménou konference.
18. ""Webová stránka konference má URL"" je doménou konference.
19. ""Zadání kritérií recenzí kým"" je doménou konference.
20. ""Zahájil vyjadřování zájmu recenzentů"" je rozsahem konference.
21. ""Člen konference"" je rozsahem konference.
22. ""Konference"" je disjunktní s ""dokument"", ""osoba"", ""preference"", ""programový výbor"", ""rozhodnutí"" a ""vyjádření zájmu"".The subgraph describes a class hierarchy and restrictions related to the concept of a ""konference"" (conference). 

1. **Class Definition**: The term ""konference"" is defined as a subclass of a restriction that specifies certain properties it must have.

2. **Properties and Restrictions**:
   - A ""konference"" must have a name, indicated by the property ""má jméno"" (has a name), which is associated with a class that requires at least one instance (minCardinality of 1).
   - Additionally, a ""konference"" must have a review on an article, as indicated by the property ""konference má recenzí na článek"" (conference has a review on an article), which also has a minimum cardinality of 1.

3. **Domain and Range**: The property ""má jméno"" is defined to apply to a specific class, which is part of a union of instances that includes at least one ""osoba"" (person).

4. **Cardinality Constraints**: The restrictions indicate that both the properties ""má jméno"" and ""konference má recenzí na článek"" must have exactly one instance associated with each ""konference"".

In summary, the subgraph outlines that a ""konference"" must have a unique name and a unique review on an article, and it is related to a person within a defined class structure."
http://cmt_cz#c-0128535-7854643,Source,Class,autor kter nen recenzent,"In the context of a conference, ""autor který není recenzent"" translates to ""author who is not a reviewer."" This typically refers to a situation where an individual has submitted a paper or presentation but is not involved in the peer review process for other submissions. This distinction is important in academic conferences, as it helps clarify roles and responsibilities, ensuring that authors can focus on their own work while reviewers assess the submissions of others.","The phrase can be verbalized as follows:

""The class 'author who is not a reviewer' is a subclass of 'author' and is disjoint with both 'reviewer' and 'member of the program committee'."""
http://cmt_cz#c-0452574-2080354,Source,Class,dokument,"In the context of a conference, ""dokument"" typically refers to a document or written material that is shared or presented during the event. This could include papers, presentations, reports, or any other form of documentation that provides information, outlines discussions, or supports the topics being addressed at the conference. It serves as a resource for attendees to reference and engage with the content being discussed.","1. The term ""konference"" is disjoint with the term ""dokument,"" meaning they cannot overlap in meaning or context.

2. The phrase ""má konflikt zájmu s příspěvkem"" has a range that is defined as ""dokument,"" indicating that it pertains to or is applicable to documents.

3. The term ""recenze"" is a subclass of ""dokument,"" meaning that all reviews are considered to be documents.

4. The term ""článek"" is also a subclass of ""dokument,"" indicating that all articles fall under the category of documents.

5. The term ""dokument"" is disjoint with the terms ""osoba,"" ""preference,"" ""programový výbor,"" ""rozhodnutí,"" and ""vyjádření zájmu,"" meaning that documents cannot be classified as any of these other terms."
http://cmt_cz#c-0578733-1857190,Source,Class,osoba,"In the context of a conference, ""osoba"" is a term that means ""person"" in several Slavic languages, including Polish and Croatian. It may refer to an individual attending the conference, such as a speaker, participant, or organizer. Understanding this term can be important for networking and communication during the event.","Here are the verbalized phrases based on the provided triples:

1. The class ""dokument"" is disjoint with the class ""osoba.""
2. The class ""externí recenzent"" is a subclass of the class ""osoba.""
3. The class ""konference"" is disjoint with the class ""osoba.""
4. The property ""má email"" has the domain ""osoba.""
5. The property ""má konflikt zájmu s příspěvkem"" has the domain ""osoba.""
6. The class ""osoba s účastí na konferenci"" is a subclass of the class ""osoba.""
7. The class ""předseda"" is a subclass of the class ""osoba.""
8. The class ""uživatel"" is a subclass of the class ""osoba.""
9. The class ""člen programového výboru"" is a subclass of the class ""osoba.""
10. The class ""osoba"" is disjoint with the classes ""preference,"" ""programový výbor,"" ""rozhodnutí,"" and ""vyjádření zájmu.""The subgraph describes a structure related to a class and its elements. It indicates that there is a class, identified by a unique identifier, which is defined as a union of a specific set of elements. 

The first element of this set is a conference, while the second element is a person. The person is the first item in a list, which has no additional elements following it, as indicated by the presence of 'nil' for the rest of the list. 

Additionally, there is a property called ""má jméno"" (which translates to ""has a name"") that is associated with the class, indicating that this class has a specific domain related to it. 

In summary, the structure outlines a class that includes a conference and a person, with a property that denotes the name associated with this class."
http://cmt_cz#c-0754816-7898339,Source,Class,preference,"In the context of a conference, ""preference"" refers to the choices or inclinations of attendees regarding various aspects of the event. This could include preferences for specific sessions or topics they wish to attend, preferred speakers, networking opportunities, or even logistical aspects such as meal options or seating arrangements. Understanding attendee preferences can help organizers tailor the conference experience to better meet the needs and interests of participants, ultimately enhancing engagement and satisfaction.","1. The class ""dokument"" is disjoint with the class ""preference.""
2. The class ""konference"" is disjoint with the class ""preference.""
3. The class ""osoba"" is disjoint with the class ""preference.""
4. The class ""preference"" is disjoint with the classes ""programový výbor,"" ""rozhodnutí,"" and ""vyjádření zájmu."""
http://cmt_cz#c-0978466-4762816,Source,Class,p edm tn oblast,"In the context of a conference, ""předmětná oblast"" translates to ""subject area"" or ""thematic area."" It refers to the specific field or topic that the conference is focused on, encompassing the themes, issues, or disciplines being discussed or explored during the event.","The phrase can be verbalized as: ""The subject matter pertains to the thematic area."""
http://cmt_cz#c-1109430-9892691,Source,Class,p edseda,"In the context of a conference, ""předseda"" is a Czech term that translates to ""chairman"" or ""chairperson"" in English. It refers to the individual who presides over the conference, leading discussions, managing the agenda, and ensuring that the proceedings run smoothly.","The phrase can be verbalized as: ""The class of 'předseda' is a subclass of the class 'osoba'.""The subgraph describes a structure involving various classes and their relationships, particularly focusing on roles within a conference or committee setting. 

1. There are two main classes represented: one identified by the label ""označil konflikt zájmu"" which is associated with the class type denoted by '_:N4586c2cd501b41e6830b667c34d1b937', and another class represented by '_:Necb038a44b484bfa80f15ec587f8c791'.

2. The first class has a union of two components: one is a class that includes the role of ""předseda"" (chair) and the other is a class that includes the role of ""předseda konference"" (conference chair) and ""předseda programového výboru"" (program committee chair).

3. The class associated with ""předseda"" is equivalent to the class represented by '_:Necb038a44b484bfa80f15ec587f8c791', which indicates that they share the same characteristics or properties.

4. Additionally, there are roles such as ""autor"" (author) and ""recenzent"" (reviewer) that are part of the structure, indicating a collaborative or evaluative process within the context of the conference or committee.

5. The relationships also include a hierarchical structure where each role can be seen as part of a sequence, with ""předseda"" being the first in one sequence, followed by ""autor"" and ""recenzent"".

Overall, the subgraph outlines a framework of roles and their interconnections within a formal setting, emphasizing the relationships between different positions and their classifications."
http://cmt_cz#c-1435667-7309116,Source,Class,dn l nek,"In the context of a conference, ""řádný článek"" translates to ""regular article"" in English. It typically refers to a formal written piece that is presented or published as part of the conference proceedings. This could include research findings, theoretical discussions, or reviews that contribute to the academic discourse within the conference's theme. Regular articles are usually peer-reviewed and are expected to meet specific standards of quality and relevance to the conference audience.","The phrase can be verbalized as: ""The class 'řádný článek' is a subclass of the class 'článek'."""
http://cmt_cz#c-1710596-1174205,Source,Class,vyj d en z jmu,"In the context of a conference, ""vyjádření zájmu"" translates to ""expression of interest."" It typically refers to a formal indication from individuals or organizations that they are interested in participating in the conference, whether as attendees, speakers, sponsors, or contributors. This expression can help organizers gauge interest levels and plan accordingly.","Here are the verbalized phrases based on the provided triples:

1. ""Dokument is disjoint with vyjádření zájmu.""
2. ""Konference is disjoint with vyjádření zájmu.""
3. ""Má vyjádření zájmu has a range of vyjádření zájmu.""
4. ""Osoba is disjoint with vyjádření zájmu.""
5. ""Preference is disjoint with vyjádření zájmu.""
6. ""Upravit vyjádření zájmu has a range of vyjádření zájmu.""
7. ""Vyjádření zájmu upraveno has a domain of vyjádření zájmu.""
8. ""Vyjádření zájmu is disjoint with programový výbor.""
9. ""Vyjádření zájmu is disjoint with rozhodnutí."""
http://cmt_cz#c-2063214-6676250,Source,Class,spolup edseda,"In the context of a conference, ""spolupředseda"" is a Czech term that translates to ""co-chair"" in English. It refers to a person who shares the leadership responsibilities of the conference with another chairperson. The co-chair typically assists in organizing the event, facilitating discussions, and ensuring that the conference runs smoothly alongside the main chair.","The term ""spolupředseda"" is a subclass of ""osoba s účastí na konferenci"" and is disjoint with ""předseda konference.""The subgraph describes a structure related to a class of entities, specifically focusing on a hierarchy of leadership roles within a conference or organization. 

At the top level, there is a class represented by an anonymous node, which is identified as a ""Class."" This class is associated with a union of roles. The first role in this union is ""spolupředseda"" (which translates to ""co-chair"" in English). 

Following this, the subgraph details that the ""spolupředseda"" has a ""rest"" that leads to another role, which is ""předseda konference"" (meaning ""chair of the conference""). This role is the first in a subsequent list, which continues with ""předseda programového výboru"" (chair of the program committee) as the next role in the hierarchy. The list ends with ""nil,"" indicating that there are no further roles.

Additionally, there is a relationship indicating that the role of ""předseda"" (chair) is equivalent to the class represented by the anonymous node at the top, suggesting that this class encompasses the role of chair within the context of the organization. 

In summary, the subgraph outlines a structured representation of leadership roles within a conference, highlighting the relationships and hierarchy among the roles of co-chair, chair of the conference, and chair of the program committee, all of which are encapsulated within a defined class."
http://cmt_cz#c-2078968-5732070,Source,Class,len programov ho v boru,"In the context of a conference, ""člen programového výboru"" translates to ""member of the program committee."" This refers to an individual who is part of a group responsible for planning and organizing the conference program, which may include selecting topics, reviewing submissions, and determining the schedule of presentations and sessions. Members of the program committee play a crucial role in ensuring the quality and relevance of the conference content.","Here are the verbalized phrases based on the provided triples:

1. ""An author who is not a reviewer is disjoint with a member of the program committee.""
2. ""The property 'has a member of the program committee' has a range of 'member of the program committee.'""
3. ""The property 'set maximum number of reviews' has a domain of 'member of the program committee.'""
4. ""The chair of the program committee is a subclass of 'member of the program committee.'""
5. ""The property 'add a member of the program committee' has a range of 'member of the program committee.'""
6. ""The property 'added member of the program committee' has a domain of 'member of the program committee.'""
7. ""The property 'assignment of program committee members by the administrator' has a range of 'member of the program committee.'""
8. ""The property 'member of the program committee' has a domain of 'member of the program committee' and is a subclass of 'person' and 'person participating in the conference.'"""
http://cmt_cz#c-2277754-4158396,Source,Class,autor,"In the context of a conference, ""autor"" typically refers to the author or creator of a paper, presentation, or research work being discussed or presented. It signifies the individual or group responsible for the content being shared at the conference.","Here are the verbalized phrases based on the provided RDF triples:

1. ""An author who is not a reviewer is a subclass of an author.""
2. ""An author is the domain of the property 'wrote an article.'""
3. ""An author is the domain of the property 'submission of an article.'""
4. ""A co-author is a subclass of an author.""
5. ""The property 'an article was written by' has an author as its range.""
6. ""An author is a subclass of a conference participant and a user.""The subgraph describes a relationship involving a reviewer and a committee structure. It indicates that the reviewer, referred to as ""recenzent,"" is associated with a class that has been identified as having a conflict of interest. This class is represented by a node that is linked to the term ""označil konflikt zájmu,"" which translates to ""marked a conflict of interest.""

Additionally, the subgraph outlines a committee where the first member is identified as ""předseda,"" meaning ""chairperson,"" and the committee includes another member referred to as ""autor,"" meaning ""author."" The committee structure is defined as a union of these members, with the chairperson and the author being part of the same group. The relationships between these entities are organized in a way that indicates a hierarchy or sequence, with the chairperson leading the committee and the author being another key participant. The connections also suggest that the reviewer has no further associations beyond the identified conflict of interest."
http://cmt_cz#c-3460865-4718819,Source,Class,l nek,"In the context of a conference, ""článek"" is a Czech word that translates to ""article"" in English. It typically refers to a written piece that may be presented, discussed, or published as part of the conference proceedings, often summarizing research findings, theoretical discussions, or reviews relevant to the conference theme.","Here are the verbalized phrases based on the provided RDF triples:

1. ""Krátký článek je podtřídou článku.""
2. ""Článek má rozhodnutí.""
3. ""Článek má spoluautora.""
4. ""Článek má vyjádření zájmu.""
5. ""Napsal článek je vlastnost, která se vztahuje k článku.""
6. ""Odeslání článku je vlastnost, která se vztahuje k článku.""
7. ""Označil konflikt zájmu je vlastnost, která se vztahuje k článku.""
8. ""Článek pojednává o tématu.""
9. ""Článek je přidělen recenzentovi.""
10. ""Přijal článek je vlastnost, která se vztahuje k článku.""
11. ""Přijato kým je vlastnost, která se vztahuje k článku.""
12. ""Recenzuje článek je vlastnost, která se vztahuje k článku.""
13. ""Spoluautor příspěvku je vlastnost, která se vztahuje k článku.""
14. ""Zamítnul článek je vlastnost, která se vztahuje k článku.""
15. ""Zamítnut kým je vlastnost, která se vztahuje k článku.""
16. ""Článek má ID.""
17. ""Článek má název.""
18. ""Článek napsal je vlastnost, která se vztahuje k článku.""
19. ""Článek byl přečten meta-recenzentem.""
20. ""Článek byl přečten recenzentem.""
21. ""Čte článek je vlastnost, která se vztahuje k článku.""
22. ""Řádný článek je podtřídou článku.""
23. ""Článek je podtřídou dokumentu a je disjunktní s recenzí."" 

These phrases summarize the relationships and properties defined in the RDF triples.The subgraph describes a set of restrictions related to the class ""článek"" (which translates to ""article"" in English) in a semantic framework. 

1. There are three types of restrictions defined:
   - The first restriction specifies that an article must have a maximum cardinality of 1 for the property ""článek přečten meta-recenzentem"" (which means ""article read by the meta-reviewer"").
   - The second restriction indicates that an article must have a maximum cardinality of 1 for the property ""má rozhodnutí"" (which translates to ""has a decision"").
   - The third restriction states that an article must have a minimum cardinality of 1 for the property ""článek přečten recenzentem"" (meaning ""article read by the reviewer"").

2. Additionally, there is a restriction that allows for a minimum cardinality of 0 for the property ""má rozhodnutí,"" meaning that it is optional for an article to have a decision.

3. The class ""článek"" is defined as a subclass of each of these restrictions, indicating that any instance of ""článek"" must adhere to the specified constraints regarding the properties mentioned.

In summary, the subgraph outlines the cardinality restrictions for the properties associated with articles, specifying how many times certain properties can be present for each article."
http://cmt_cz#c-4308335-5096551,Source,Class,u ivatel,"In the context of a conference, ""uživatel"" is a Czech word that translates to ""user"" in English. It typically refers to an individual who utilizes a service, product, or system being discussed or presented at the conference. For example, in a technology conference, ""uživatel"" might refer to the end-users of software or applications being showcased.","1. The class ""administrátor"" is a subclass of the class ""uživatel.""
2. The class ""autor"" is a subclass of the class ""uživatel.""
3. The class ""recenzent"" is a subclass of the class ""uživatel.""
4. The class ""uživatel"" is a subclass of the class ""osoba."""
http://cmt_cz#c-4396461-6855991,Source,Class,p ijet,"In the context of a conference, ""přijetí"" is a Czech word that translates to ""acceptance"" or ""reception"" in English. It can refer to the acceptance of a paper or proposal for presentation at the conference, or it may denote the reception or welcoming of attendees at the event.","The term ""přijetí"" is a subclass of ""rozhodnutí"" and is disjoint with ""zamítnutí."""
http://cmt_cz#c-4499023-9965815,Source,Class,p edseda konference,"In the context of a conference, ""předseda konference"" translates to ""chairman of the conference"" or ""conference chair."" This individual is responsible for leading the conference, facilitating discussions, managing the agenda, and ensuring that the event runs smoothly. The chair often plays a key role in guiding the participants and making decisions related to the conference proceedings.","1. The term ""spolupředseda"" is disjoint with the term ""předseda konference,"" meaning that they cannot refer to the same entity.

2. The term ""předseda konference"" is a subclass of ""osoba s účastí na konferenci,"" indicating that every instance of ""předseda konference"" is also an instance of ""osoba s účastí na konferenci.""The subgraph describes a structure related to a class of entities, specifically focusing on a hierarchy of leadership roles within a conference. 

At the top level, there is a class represented by an anonymous node, which is identified as a ""Class."" This class is associated with a union of roles. The first role in this union is ""spolupředseda"" (which translates to ""co-chair"" in English). 

Following this, the subgraph details that the ""spolupředseda"" has a ""rest"" that leads to another role, which is ""předseda konference"" (meaning ""chair of the conference""). This role is the first in a subsequent list, which continues with another role, ""předseda programového výboru"" (meaning ""chair of the program committee""). 

The list of roles concludes with a ""nil,"" indicating the end of this particular sequence. 

Additionally, there is a relationship indicating that the role of ""předseda"" (chair) is equivalent to the class represented by the anonymous node, suggesting that this class encompasses the role of chair within the context of the conference. 

In summary, the subgraph outlines a hierarchy of leadership roles within a conference, starting from the co-chair and leading to the chair of the conference and the chair of the program committee, all linked to a broader class of roles."
http://cmt_cz#c-4568940-5424482,Source,Class,kr tk l nek,"In the context of a conference, ""krátký článek"" translates to ""short article"" in English. It typically refers to a brief written piece that summarizes key points, findings, or discussions related to the conference topics. Such articles are often used to provide attendees with concise information or insights that can be easily referenced or shared.","The phrase can be verbalized as: ""A short article is a subclass of an article."""
http://cmt_cz#c-4768517-7614612,Source,Class,meta recenzent,"In the context of a conference, a ""meta-recenzent"" refers to a reviewer who evaluates the reviews of other reviewers. This role typically involves assessing the quality, thoroughness, and fairness of the peer reviews submitted for conference papers or presentations. The meta-recenzent ensures that the review process is rigorous and that the feedback provided to authors is constructive and based on sound criteria. This position is crucial for maintaining the integrity and quality of the conference's review process.","1. The article is read by a meta-reviewer.
2. A meta-reviewer is a subclass of a reviewer."
http://cmt_cz#c-4971341-0156307,Source,Class,p edseda programov ho v boru,"In the context of a conference, ""předseda programového výboru"" translates to ""chairman of the program committee."" This individual is responsible for overseeing the development and organization of the conference program, including the selection of topics, speakers, and the overall agenda. The chairman plays a crucial role in ensuring that the conference meets its objectives and provides valuable content for attendees.","1. The action of ""uzavřít recenzi"" is associated with the role of ""předseda programového výboru.""
   
2. The role of ""předseda programového výboru"" is a subclass of the broader category ""člen programového výboru.""The subgraph describes a class structure related to a conference leadership hierarchy. 

At the top level, there is a class represented by the identifier `Necb038a44b484bfa80f15ec587f8c791`, which is defined as a type of ""Class."" This class is associated with a union of elements, specifically the element identified as `N67569fda522042b89615c68625e227ef`.

Within this element, there are two key components: the first is labeled ""spolupředseda"" (which translates to ""co-chair""), and the second is a rest element that leads to another identifier, `N6f3c8f67d6984838a6e764591598f680`. This second identifier also has a first element labeled ""předseda konference"" (meaning ""conference chair"") and continues to another rest element leading to `N790df5127d3b47ca8c380d80f5daaabf`.

The third identifier, `N790df5127d3b47ca8c380d80f5daaabf`, has a first element labeled ""předseda programového výboru"" (which means ""chair of the program committee"") and concludes with a rest element that is nil, indicating the end of this list.

Additionally, there is a relationship indicating that ""předseda"" (chair) is equivalent to the class represented by `Necb038a44b484bfa80f15ec587f8c791`. 

In summary, this subgraph outlines a hierarchy of leadership roles within a conference, including a co-chair, a conference chair, and a chair of the program committee, all linked to a broader class structure."
http://cmt_cz#c-5395109-0887878,Source,Class,recenze,"In the context of a conference, ""recenze"" is a Czech word that translates to ""review"" in English. It typically refers to a critical assessment or evaluation of a paper, presentation, or research work that is often part of the conference proceedings. Reviews are important for maintaining the quality of the content presented at the conference and provide feedback to the authors.","Here are the verbalized phrases based on the provided triples:

1. ""Meta-recenze is a subclass of recenze.""
2. ""The property napsal recenzi has a range of recenze.""
3. ""The property recenze napsána kým has a domain of recenze.""
4. ""The property uzavřít recenzi has a range of recenze.""
5. ""Článek is disjoint with recenze.""
6. ""Recenze is a subclass of dokument."""
