entity,source_or_target,entity_type,syntactic_matching,lexical_matching,semantic_matching
http://thesauri.dainst.org/_003b194e,Source,Class,oblique,"In archaeology, oblique typically describes something set at a slant rather than perpendicular or parallel—for example, oblique angles on tools, oblique incised lines on pottery, or an oblique (diagonal) aerial photograph taken at an angle to the ground.","- “Oblique” is a broader concept’s member: it has broader “_2a21a33f”.
- “_2a21a33f” has the narrower concept “Oblique”."
http://thesauri.dainst.org/_0043df4f,Source,Class,foundation cutting,"In archaeology, a foundation cutting is the trench or pit excavated to receive the foundations of a structure. It’s the cut feature made into the natural or earlier deposits to lay footings, walls, or post-pads, often visible in section as a distinct cut filled with foundation material (rubble, mortar, packing).","- “Foundation cutting” is a broader concept’s narrower term of “architectural members and components.”
- “architectural members and components” has the narrower concept “Foundation cutting.”"
http://thesauri.dainst.org/_00a5ac27,Source,Class,panel,"In archaeology, a panel is a distinct surface or section of rock, wall, or feature that bears a coherent set of markings—such as rock art, petroglyphs, pictographs, inscriptions, or carvings—treated as a single recording/analysis unit. It often refers to one face of a boulder, cliff, or architectural element containing related imagery or text.","- “Panel” has broader concept “_cdc51484”.
- “_cdc51484” has narrower concept “Panel”."
http://thesauri.dainst.org/_00b63a49,Source,Class,false cover tile,"In archaeology, a false cover-tile is a roofing element made to imitate a true cover tile in appearance but not function. Instead of being a separate, overlapping cover piece (as in traditional pan-and-cover systems), a false cover-tile is usually a single-piece or molded form that visually simulates the cover while not performing the distinct covering role, often used in Roman and later roofs to reproduce the look of pan-and-cover tiling more economically or simply.","- “False cover-tile” is a broader concept’s child of “_f356b53c” (i.e., “False cover-tile” has broader “_f356b53c”).
- “_f356b53c” has the narrower concept “False cover-tile”."
http://thesauri.dainst.org/_0159d808,Source,Class,diadumenos,"In archaeology (classical art), the Diadumenos is a statue type of a youth tying a fillet (headband) around his head—most famously the Diadumenos by Polykleitos. The term means “the one who binds a diadem.”","- Diadumenos has a broader concept _fccf07e9.
- _fccf07e9 has a narrower concept Diadumenos."
http://thesauri.dainst.org/_019df4e5,Source,Class,dado proper,"In archaeology (and architecture), the dado is the lower part of an interior wall, typically from the floor up to the chair-rail or string course. “Dado proper” refers specifically to that main lower wall zone itself, excluding the skirting/baseboard below and the rail/moulding above.","- Dado proper is a broader concept’s member: architectural members and components.
- Architectural members and components has the narrower concept: Dado proper."
http://thesauri.dainst.org/_01ad4a56,Source,Class,adjacent,"In archaeology, adjacent means next to or immediately neighboring—e.g., features, layers, or artifacts located directly beside one another with no significant separation.","- “Adjacent” has a broader concept “_2a21a33f”.
- “_2a21a33f” has a narrower concept “Adjacent”."
http://thesauri.dainst.org/_01ae2dab,Source,Class,colonnade,"In archaeology, a colonnade is a sequence of regularly spaced columns supporting an entablature or roof, forming a covered walkway or boundary of a building or courtyard (e.g., along temples, stoas, or peristyles).","- Colonnade is a broader concept within architectural members and components. 
- Architectural members and components has the narrower concept Colonnade."
http://thesauri.dainst.org/_01c86444,Source,Class,cabin,"In archaeology, a cabin is a small, simple dwelling—often of log or timber construction—used as a habitation. Archaeologically it refers to the structural remains and associated features/artifacts of such modest domestic buildings, typically from frontier, rural, or worker contexts.","- Cabin is a broader concept of Dwelling house.  
- Dwelling house is a narrower concept of Cabin."
http://thesauri.dainst.org/_01cbb854,Source,Class,lotus capital,"In archaeology, a lotus capital is a column capital carved in the form of a lotus flower, typically with a bell-shaped (inverted lotus) profile. It is characteristic of Achaemenid Persian and later Hellenistic-influenced architecture in the Near East and South Asia, and also appears in Indian Mauryan and post-Mauryan pillars. It symbolizes the lotus motif and serves as the decorative top of a column.","- “Lotus capital” is a broader concept of “capitals”.
- “capitals” has the narrower concept “Lotus capital”."
