Entity1,Entity2
source:Place,target:Place
source:SessionChair,target:Session_chair
source:Author,target:Author
source:Document,target:Document
source:Country,target:State
source:WelcomeTalk,target:Welcome_address
source:Sponsorship,target:Sponzorship
source:Reviewer,target:Reviewer
source:Attendee,target:Delegate
source:ConferenceDinner,target:Dinner_banquet
source:SocialEvent,target:Social_program
source:CoffeeBreak,target:Coffee_break
source:Review,target:Review
source:Reception,target:Coctail_reception
source:ConferenceEvent,target:Conference_activity
source:SlideSet,target:Transparency
source:Paper,target:Submission
source:ConferenceVenuePlace,target:Conference_building
source:DiningPlace,target:Conference_restaurant
