entity,source_or_target,entity_type,syntactic_matching,lexical_matching,semantic_matching
http://edas#AcademiaOrganization,Source,Class,academia organization,"In the context of a conference, AcademiaOrganization refers to an academic organization or institution that is involved in organizing or hosting the conference. This could be a university, research institute, professional association, or any other entity dedicated to advancing knowledge and education in a specific field or discipline. These organizations often play a key role in bringing together researchers, scholars, and experts to share their work and collaborate on new ideas and developments in their respective fields.","1. A Government Organization is disjoint with an Academia Organization.
2. An Industry Organization is disjoint with an Academia Organization.
3. An NGO is disjoint with an Academia Organization.
4. An Academia Organization is a subclass of Organization and is disjoint with Government Organization, Industry Organization, and NGO."
http://edas#AcademicEvent,Source,Class,academic event,"In the context of a conference, an AcademicEvent refers to a gathering or meeting where scholars, researchers, and academics come together to present and discuss their work, share knowledge, and collaborate on academic projects. Academic events such as conferences provide a platform for individuals in the academic community to network, learn from each other, and advance their research and professional development.","- An Organizational Meeting is a subclass of Academic Event.
- A Paper Presentation is a subclass of Academic Event.
- A Talk Event is a subclass of Academic Event.
- A Workshop is a subclass of Academic Event.
- The range of the property ""forEvent"" is Academic Event.
- The domain of the property ""hasCall"" is Academic Event.
- Non-Academic Event is disjoint with Academic Event.
- Academic Event is a subclass of Conference Event and is disjoint with Non-Academic Event."
http://edas#AcceptRating,Source,Class,accept rating,"AcceptRating refers to the rating or score given to a submitted paper or presentation at a conference to determine if it will be accepted for presentation. This rating is typically based on factors such as relevance, originality, quality, and contribution to the field. Papers or presentations with higher AcceptRatings are more likely to be accepted for presentation at the conference.","1. The class ""AccpetIfRoomRating"" is disjoint with the class ""AcceptRating"".
2. The class ""RejectRating"" is disjoint with the class ""AcceptRating"".
3. The class ""WeekRejectRating"" is disjoint with the class ""AcceptRating"".
4. The class ""AcceptRating"" is a subclass of ""ReviewRating"" and is disjoint with the classes ""AccpetIfRoomRating"", ""RejectRating"", and ""WeekRejectRating""."
http://edas#AcceptedPaper,Source,Class,accepted paper,"AcceptedPaper refers to a research paper that has been reviewed and approved by the conference organizers for presentation at the conference. This means that the paper has met the criteria for quality, relevance, and originality set by the conference committee.","The property ""relatedToEvent"" is defined with a domain of ""AcceptedPaper"".
The property ""relatedToPaper"" is defined with a range of ""AcceptedPaper"".
The class ""ActivePaper"" is disjoint with the class ""AcceptedPaper"".
The class ""PendingPaper"" is disjoint with the class ""AcceptedPaper"".
The class ""PublishedPaper"" is disjoint with the class ""AcceptedPaper"".
The class ""RejectedPaper"" is disjoint with the class ""AcceptedPaper"".
The class ""WithdrawnPaper"" is disjoint with the class ""AcceptedPaper"".
The class ""AcceptedPaper"" is a subclass of ""Paper"" and is disjoint with the classes ""ActivePaper"", ""PendingPaper"", ""PublishedPaper"", ""RejectedPaper"", and ""WithdrawnPaper""."
http://edas#AccommodationPlace,Source,Class,accommodation place,"In the context of a conference, AccommodationPlace refers to the location where attendees can stay during the event. This could include hotels, motels, or other lodging options near the conference venue. Providing information about AccommodationPlace options can help attendees plan their stay and make the most of their conference experience.",AccommodationPlace is a subclass of Place.
http://edas#AccpetIfRoomRating,Source,Class,accpet if room rating,"In the context of a conference, ""AcceptIfRoomRating"" likely refers to a feature or option that allows attendees to indicate their preference for a certain level of room rating (such as a hotel room) when booking accommodations for the conference. This feature would automatically accept a room reservation if it meets the specified rating criteria.","- ""AcceptRating"" is disjoint with ""AccpetIfRoomRating"".
- ""RejectRating"" is disjoint with ""AccpetIfRoomRating"".
- ""WeekRejectRating"" is disjoint with ""AccpetIfRoomRating"".
- ""AccpetIfRoomRating"" is a subclass of ""ReviewRating"" and is disjoint with ""AcceptRating"", ""RejectRating"", and ""WeekRejectRating""."
http://edas#ActivePaper,Source,Class,active paper,"ActivePaper refers to a digital platform that allows conference attendees to access and interact with conference materials, such as presentations, handouts, and schedules, in a dynamic and engaging way. This technology enhances the conference experience by providing a more interactive and customizable way for attendees to engage with the content.","- RatedPapers are a subclass of ActivePaper.
- The domain of the property hasRating is ActivePaper.
- AcceptedPaper is disjoint with ActivePaper.
- PendingPaper is disjoint with ActivePaper.
- PublishedPaper is disjoint with ActivePaper.
- RejectedPaper is disjoint with ActivePaper.
- WithdrawnPaper is disjoint with ActivePaper.
- ActivePaper is a subclass of Paper and is disjoint with AcceptedPaper, PendingPaper, PublishedPaper, RejectedPaper, and WithdrawnPaper."
http://edas#AntennasTopic,Source,Class,antennas topic,"The meaning of AntennasTopic in the context of a conference would refer to a specific topic or theme related to antennas that is being discussed, presented, or explored during the conference. This could include discussions on antenna design, technology advancements, applications, challenges, and future developments in the field of antennas.","CADTopic, CommunicationTheoryTopic, CommunicationsTopic, ComputerArchitectureTopic, ComputerNetworksTopic, CryptographyTopic, MedicineTopic, MicroelectronicsTopic, MobileComputingTopic, MultimediaTopic, OperatingTopicsystems, ParallelAndDistributedComputingTopic, PerformanceTopic, PowerlineTransmissionTopic, RadioCommunicationsTopic, SatelliteAndSpaceCommunicationsTopic, SecurityTopic, SignalProcessingTopic, TestOnlyTopic, and WirelessCommunicationsTopic are all disjoint with AntennasTopic."
http://edas#Attendee,Source,Class,attendee,"An attendee at a conference is someone who is present at the event, participating in the sessions, workshops, and networking opportunities offered. They are individuals who have registered and paid to be a part of the conference.",An attendee is a subclass of a person.
http://edas#Author,Source,Class,author,"In the context of a conference, an author refers to someone who has written a paper, article, or presentation that is being presented or discussed at the conference. The author is typically the individual responsible for the content and research presented in the work.","- The class ""Presenter"" is a subclass of the class ""Author"".
- The property ""hasRelatedPaper"" has a domain of the class ""Author"".
- The property ""isWrittenBy"" has a range of the class ""Author"".
- The class ""ConferenceChair"" is disjoint with the class ""Author"".
- The class ""SessionChair"" is disjoint with the class ""Author"".
- The class ""TPCMember"" is disjoint with the class ""Author"".
- The classes ""ConferenceChair"", ""SessionChair"", and ""TPCMember"" are disjoint with the class ""Author""."
http://edas#BreakEvent,Source,Class,break event,"In the context of a conference, a BreakEvent refers to a scheduled break in the event's agenda where attendees have the opportunity to take a break, network with others, visit exhibitor booths, or engage in other activities. It is a designated time for participants to recharge, refresh, and potentially gain new insights or connections before the next session or activity begins.","1. A ""CoffeeBreak"" is a subclass of ""BreakEvent"".
2. A ""FreeTimeBreak"" is a subclass of ""BreakEvent"".
3. A ""MealBreak"" is a subclass of ""BreakEvent"".
4. A ""MealEvent"" is disjoint with ""BreakEvent"".
5. A ""BreakEvent"" is a subclass of ""NonAcademicEvent"" and is disjoint with ""MealEvent""."
