entity,source_or_target,entity_type,syntactic_matching,lexical_matching,semantic_matching
https://vocabs.acdh.oeaw.ac.at/dhataxonomy/Concept1,Source,Class,xml,"XML (Extensible Markup Language) is a W3C-standardised markup system that defines a set of rules for encoding digital documents. In digital humanities, it’s used to structure, describe, and exchange textual and metadata content in a consistent, interoperable way.","- “DHA Taxonomy” has top concept “XML”.
- “XML” is the top concept of “DHA Taxonomy”."
https://vocabs.acdh.oeaw.ac.at/dhataxonomy/Concept10,Source,Class,political science,"Political science is the branch of knowledge that deals with the state and systems of government; in digital humanities, it often involves using computational and data-driven methods to study political institutions, behavior, texts, and networks.","- “DHA Taxonomy” has top concept “political science”.
- “Political science” is the top concept of “DHA Taxonomy”."
https://vocabs.acdh.oeaw.ac.at/dhataxonomy/Concept11,Source,Class,gender studies,"Gender studies, within digital humanities, is an interdisciplinary field analyzing gender identity and gendered representation as central categories, encompassing women’s studies (women, feminism, gender, politics), men’s studies, and LGBT studies, often using digital methods and corpora to examine, represent, and critique gender in culture, media, and society.","- “DHA Taxonomy” has top concept “gender studies”.
- “Gender studies” is a top concept of “DHA Taxonomy”."
https://vocabs.acdh.oeaw.ac.at/dhataxonomy/Concept12,Source,Class,theater studies,"In a digital humanities context, theatre studies is the study of theatrical performance in relation to its literary, physical, psycho-biological, sociological, and historical contexts, using digital methods and tools (e.g., digital archives, computational analysis, performance capture, and data-driven historiography) to analyze, preserve, model, and interpret theatre and performance.","- “DHA Taxonomy” has top concept “theatre studies”.
- “Theatre studies” is the top concept of “DHA Taxonomy”."
https://vocabs.acdh.oeaw.ac.at/dhataxonomy/Concept13,Source,Class,theology,"In the context of digital humanities, theology is the critical study of concepts of God and the nature of religious ideas—analyzed using digital methods and tools (e.g., text mining, data visualization, digitized archives) to examine religious texts, practices, and beliefs.","- “DHA Taxonomy” has top concept “theology”.
- “theology” is the top concept of “DHA Taxonomy”."
https://vocabs.acdh.oeaw.ac.at/dhataxonomy/Concept14,Source,Class,psychology,"In the context of digital humanities, psychology is the scientific study of the human mind and its functions, applied to how people think, feel, and behave with and through digital media, technologies, and cultural data.","- “psychology” is a top concept of “DHA Taxonomy”.
- “DHA Taxonomy” has top concept “psychology”."
https://vocabs.acdh.oeaw.ac.at/dhataxonomy/Concept15,Source,Class,demography,"Demography is the study of statistics that illustrate the changing structure of human populations—such as births, deaths, migration, age, and gender—often analyzed in digital humanities using computational tools and datasets to understand social and cultural change.","- “DHA Taxonomy” has top concept “demography”.
- “demography” is the top concept of “DHA Taxonomy”."
https://vocabs.acdh.oeaw.ac.at/dhataxonomy/Concept16,Source,Class,economics,"In digital humanities, economics refers to the branch of knowledge concerned with the production, consumption, and transfer of wealth—applied to digital cultures, data, platforms, and cultural heritage. It examines how digital production, access, labor, and value circulate and are sustained within cultural and scholarly ecosystems.","- “DHA Taxonomy” has top concept “economics”.
- “economics” is the top concept of “DHA Taxonomy”."
https://vocabs.acdh.oeaw.ac.at/dhataxonomy/Concept17,Source,Class,education,"In the context of digital humanities, education is the process of facilitating learning—or the acquisition of knowledge, skills, values, beliefs, and habits—by engaging with digital tools, methods, and data to study, interpret, and create humanistic knowledge.","- “DHA Taxonomy” has top concept “education”.
- “education” is the top concept of “DHA Taxonomy”."
https://vocabs.acdh.oeaw.ac.at/dhataxonomy/Concept18,Source,Class,communication studies,"In the context of digital humanities, communication studies is the academic discipline that examines the processes of human communication—how messages are created, circulated, interpreted, and influenced—across digital and traditional media, using both humanistic inquiry and digital methods (e.g., computational analysis, network mapping, and media archaeology).","- “communication studies” is a top concept of “DHA Taxonomy.”
- “DHA Taxonomy” has the top concept “communication studies.”"
https://vocabs.acdh.oeaw.ac.at/dhataxonomy/Concept19,Source,Class,architecture,"In digital humanities, architecture refers to both the process and the product of planning, designing, and constructing buildings and other physical structures. It is studied as a cultural artifact (the product) and as a set of practices and methods (the process), often using digital tools to analyze, model, and interpret built environments.","- “DHA Taxonomy” has top concept “architecture”.
- “architecture” is the top concept of “DHA Taxonomy”."
https://vocabs.acdh.oeaw.ac.at/dhataxonomy/Concept2,Source,Class,text encoding,"In digital humanities, text encoding is the representation of printed texts in digital format—structuring and tagging their content and features (e.g., chapters, paragraphs, names, notes) so they can be stored, searched, analyzed, and displayed by computers.","- “DHA Taxonomy” has top concept “text encoding”.
- “Folia” is a broader concept of “text encoding”. (i.e., “text encoding” is narrower than “Folia”)
- “TEI” is a broader concept of “text encoding”. (i.e., “text encoding” is narrower than “TEI”)
- “text encoding” has narrower concepts “Folia” and “TEI”.
- “text encoding” is a top concept of “DHA Taxonomy”."
https://vocabs.acdh.oeaw.ac.at/dhataxonomy/Concept2.01,Source,Class,folia,"In digital humanities, FoLiA (Format for Linguistic Annotation) is an XML-based annotation format (version 2.01) designed to represent linguistically annotated language resources.","- “Folia” is a broader concept than “text encoding.”
- “Text encoding” has the narrower concept “Folia.”"
https://vocabs.acdh.oeaw.ac.at/dhataxonomy/Concept2.02,Source,Class,tei,"TEI stands for Text Encoding Initiative—“a set of guidelines which specify encoding methods for machine-readable texts, chiefly in the humanities, social sciences, and linguistics.”","- “TEI” is a broader concept of “text encoding”.
- “text encoding” has the narrower concept “TEI”."
https://vocabs.acdh.oeaw.ac.at/dhataxonomy/Concept20,Source,Class,art studies,"In digital humanities, art studies means the academic study of the history and development of the visual arts, using both traditional art-historical methods and digital tools (e.g., databases, imaging, computation) to analyze, interpret, and present visual culture.","- “DHA Taxonomy” has top concept “art studies”.
- “art studies” is the top concept of “DHA Taxonomy”."
https://vocabs.acdh.oeaw.ac.at/dhataxonomy/Concept21,Source,Class,methods and statistics,"- Methods (in digital humanities): The systematic approaches, tools, and procedures used to study humanities questions with digital techniques—e.g., text mining, network analysis, GIS, image analysis, and computational modeling.

- Statistics (in digital humanities): The practice or science of collecting and analysing numerical data in large quantities to support interpretation, evaluate patterns, test hypotheses, and quantify findings in humanities research.","- “DHA Taxonomy” has top concept “methods and statistics”.
- “methods and statistics” is the top concept of “DHA Taxonomy”."
https://vocabs.acdh.oeaw.ac.at/dhataxonomy/Concept22,Source,Class,law,"In digital humanities, “law” refers to the organized systems of rules, institutions, and reasoning that govern societies—studied both as texts/data and as social practice—across 22 recognized legal systems (e.g., common law, civil law, religious law, customary law, mixed systems). It is both:

- A subject of study: analyzing statutes, case law, codes, legal opinions, and legal discourse using computational methods (text mining, network analysis, NLP, metadata curation, visualization) to understand doctrine, institutions, history, and impact.
- A professional foundation: the structured body of norms, procedures, and authorities that trains and guides legal practitioners, whose sources and methods vary across those 22 systems.

Thus, “law” is the corpus and infrastructure of normative ordering, and in digital humanities it is treated as data-rich, systematized cultural production suited to computational analysis across multiple legal traditions.","- “DHA Taxonomy” has top concept “law”.
- “law” is the top concept of “DHA Taxonomy”."
https://vocabs.acdh.oeaw.ac.at/dhataxonomy/Concept23,Source,Class,media studies,"In digital humanities, media studies is a discipline that examines the content, history, and effects of various media—especially mass media—using humanistic methods and digital tools. It investigates how media are produced, circulated, interpreted, and influence culture and society.","- “DHA Taxonomy” has top concept “media studies”.
- “Media studies” is the top concept of “DHA Taxonomy”."
https://vocabs.acdh.oeaw.ac.at/dhataxonomy/Concept24,Source,Class,oriental studies,"Oriental studies refers to the academic field that studies Near Eastern and Far Eastern societies and cultures—including their languages, peoples, history, and archaeology—often now pursued within digital humanities using computational methods and digital resources.","- “DHA Taxonomy” has top concept “oriental studies”.
- “Oriental studies” is the top concept of “DHA Taxonomy”."
https://vocabs.acdh.oeaw.ac.at/dhataxonomy/Concept25,Source,Class,geography,"Geography is the study of the physical features of the Earth and its atmosphere, and of human activity as it affects and is affected by these—often analyzed in digital humanities through spatial data, mapping, and GIS to understand cultural and historical patterns.","- “DHA Taxonomy” has top concept “geography”.
- “geography” is the top concept of “DHA Taxonomy”."
